code,市場,銘柄名,現在値
3284,東証1部,フージャースホールディングス,739
3286,マザーズ,トラストホールディングス,376
3288,東証1部,オープンハウス,4920
3289,東証1部,東急不動産ホールディングス,622
3291,東証1部,飯田グループホールディングス,2914
3293,東証JQS,アズマハウス,1503
3294,東証1部,イーグランド,977
3297,東証JQS,東武住販,1223
3299,東証1部,ムゲンエステート,497
3300,マザーズ,ＡＭＢＩＴＩＯＮ,755
3302,東証1部,帝国繊維,2047
3306,東証2部,日本製麻,356
3315,東証1部,日本コークス工業,108
3316,東証JQS,東京日産コンピュータシステム,601
3317,東証JQS,フライングガーデン,1640
3319,東証1部,ゴルフダイジェスト・オンライン,1507
3320,東証2部,クロスプラス,1022
3321,東証1部,ミタチ産業,670
3322,東証JQS,アルファグループ,701
3323,東証JQS,レカム,103
3326,東証JQS,ランシステム,418
3328,東証1部,ＢＥＥＮＯＳ,3465
3329,東証JQS,東和フードサービス,1362
3333,東証1部,あさひ,1437
3341,東証1部,日本調剤,1741
3346,名古屋セ,２１ＬＡＤＹ,100
3347,東証2部,トラスト,181
3349,東証1部,コスモス薬品,15380
3350,東証JQS,レッド・プラネット・ジャパン,54
3352,東証JQS,バッファロー,1193
3353,東証JQS,メディカル一光グループ,2753
3355,東証2部,クリヤマホールディングス,716
3356,東証JQS,テリロジー,554
3358,東証JQS,ワイエスフード,312
3359,マザーズ,ｃｏｔｔａ,685
3360,東証1部,シップヘルスケアホールディングス,2667
3361,東証1部,トーエル,771
3370,東証JQS,フジタコーポレーション,384
3371,東証1部,ソフトクリエイトホールディングス,2418
3372,東証2部,関門海,306
3374,東証JQS,内外テック,2964
3375,東証JQS,ＺＯＡ,1200
3376,東証1部,オンリー,447
3377,東証2部,バイク王＆カンパニー,650
3382,東証1部,セブン＆アイ・ホールディングス,4868
3384,名古屋セ,アークコア,467
3386,東証JQS,コスモ・バイオ,1204
3387,東証1部,クリエイト・レストランツ・ホールディングス,813
3388,東証1部,明治電機工業,1408
3390,東証JQS,ＩＮＥＳＴ,80
3391,東証1部,ツルハホールディングス,13210
3392,東証1部,デリカフーズホールディングス,626
3393,東証1部,スターティアホールディングス,1246
3395,東証1部,サンマルクホールディングス,1543
3396,東証1部,フェリシモ,1384
3397,東証1部,トリドールホールディングス,1762
3399,東証JQS,丸千代山岡家,1901
3401,東証1部,帝人,1781
3402,東証1部,東レ,694.4
3405,東証1部,クラレ,1121
3407,東証1部,旭化成,1220
3408,東証1部,サカイオーベックス,2969
3409,東証2部,北日本紡績,202
3415,東証1部,ＴＯＫＹＯ　ＢＡＳＥ,702
3416,マザーズ,ピクスタ,1089
3417,東証JQS,大木ヘルスケアホールディングス,1125
3418,マザーズ,バルニバービ,1015
3419,名古屋セ,アートグリーン,1370
3420,東証2部,ケー・エフ・シー,1772
3421,東証1部,稲葉製作所,1479
3422,東証2部,丸順,1023
3423,東証JQS,エスイー,287
3426,東証JQS,アトムリビンテック,1504
3431,東証1部,宮地エンジニアリンググループ,2212
3433,東証1部,トーカロ,1434
3434,東証1部,アルファ,1134
3435,東証2部,サンコーテクノ,930
3436,東証1部,ＳＵＭＣＯ,2434
3437,東証JQS,特殊電極,2179
3439,東証JQS,三ツ知,2294
3440,東証2部,日創プロニティ,760
3441,東証JQS,山王,1234
3442,名証2部,ＭＩＥコーポレーション,760
3443,東証1部,川田テクノロジーズ,3900
3444,東証JQS,菊池製作所,806
3445,東証1部,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,5530
3446,東証1部,ジェイテックコーポレーション,2732
3447,東証1部,信和,821
3449,東証2部,テクノフレックス,1009
3452,東証1部,ビーロット,663
3454,東証1部,ファーストブラザーズ,992
3457,東証1部,ハウスドゥ,1052
3458,東証1部,シーアールイー,1407
3461,マザーズ,パルマ,715
3464,東証1部,プロパティエージェント,2363
3465,東証1部,ケイアイスター不動産,4690
3467,東証1部,アグレ都市デザイン,1030
3469,東証2部,デュアルタップ,627
3474,マザーズ,Ｇ－ＦＡＣＴＯＲＹ,461
3475,東証1部,グッドコムアセット,1413
3477,マザーズ,フォーライフ,1221
3479,マザーズ,ティーケーピー,2376
3480,東証1部,ジェイ・エス・ビー,3460
3482,マザーズ,ロードスターキャピタル,1077
3484,東証1部,テンポイノベーション,874
3486,東証1部,グローバル・リンク・マネジメント,853
3489,東証1部,フェイスネットワーク,1342
3490,東証JQS,アズ企画設計,1243
3491,マザーズ,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1806
3494,東証JQS,マリオン,1231
3495,東証JQS,香陵住販,1973
3496,マザーズ,アズーム,6060
3497,マザーズ,ＬｅＴｅｃｈ,1249
3498,マザーズ,霞ヶ関キャピタル,4685
3501,東証1部,住江織物,1964
3504,名証2部,丸八ホールディングス,800
3512,東証1部,日本フエルト,434
3513,東証1部,イチカワ,1378
3515,東証JQS,フジコー,2955
3521,東証1部,エコナックホールディングス,89
3524,東証1部,日東製網,1544
3526,東証1部,芦森工業,1085
3528,東証2部,プロスペクト,32
3529,東証1部,アツギ,610
3536,東証JQS,アクサスホールディングス,139
3537,東証JQS,昭栄薬品,982
3538,東証1部,ウイルプラスホールディングス,1346
3539,東証1部,ＪＭホールディングス,2122
3540,東証JQS,歯愛メディカル,7110
3541,マザーズ,農業総合研究所,543
3542,マザーズ,ベガコーポレーション,1616
3543,東証1部,コメダホールディングス,2047
3544,東証1部,サツドラホールディングス,2157
3546,東証1部,アレンザホールディングス,1248
3547,東証1部,串カツ田中ホールディングス,1712
3548,東証1部,バロックジャパンリミテッド,776
3549,東証1部,クスリのアオキホールディングス,7880
3550,マザーズ,スタジオアタオ,467
3551,東証1部,ダイニック,793
3553,東証1部,共和レザー,706
3556,マザーズ,リネットジャパングループ,901
3557,マザーズ,ユナイテッド＆コレクティブ,1039
3558,マザーズ,ロコンド,1715
3559,東証1部,ピーバンドットコム,878
3560,東証JQS,ほぼ日,4010
3561,東証1部,力の源ホールディングス,615
3562,東証JQS,Ｎｏ．１,1296
3563,東証1部,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,4590
3565,東証1部,アセンテック,1351
3566,マザーズ,ユニフォームネクスト,1893
3569,東証1部,セーレン,2070
3571,東証1部,ソトー,797
3577,東証1部,東海染工,1122
3578,東証2部,倉庫精練,405
3580,東証1部,小松マテーレ,925
3583,東証2部,オーベクス,655
3591,東証1部,ワコールホールディングス,2544
3593,東証1部,ホギメディカル,3330
3597,東証2部,自重堂,7070
3598,東証2部,山喜,165
3600,東証2部,フジックス,1675
3604,東証2部,川本産業,1175
3607,東証1部,クラウディアホールディングス,285
3608,東証1部,ＴＳＩホールディングス,310
3611,東証1部,マツオカコーポレーション,1770
3612,東証1部,ワールド,1456
3622,マザーズ,ネットイヤーグループ,721
3623,マザーズ,ビリングシステム,1203
3624,マザーズ,アクセルマーク,475
3625,東証JQG,テックファームホールディングス,683
3626,東証1部,ＴＩＳ,2833
3627,東証1部,ＪＮＳホールディングス,535
3628,マザーズ,データホライゾン,4725
3630,東証1部,電算システム,3150
3632,東証1部,グリー,568
3633,東証1部,ＧＭＯペパボ,5580
3634,東証2部,ソケッツ,852
3635,東証1部,コーエーテクモホールディングス,4995
3636,東証1部,三菱総合研究所,4220
3639,東証1部,ボルテージ,510
3640,東証1部,電算,2379
3641,東証JQS,パピレス,1783
3645,マザーズ,メディカルネット,1381
3646,マザーズ,駅探,491
3647,東証2部,ジー・スリーホールディングス,521
3648,東証1部,ＡＧＳ,838
3649,東証1部,ファインデックス,1110
3652,マザーズ,ディジタルメディアプロフェッショナル,2212
3653,マザーズ,モルフォ,1385
3655,東証1部,ブレインパッド,5500
3656,東証1部,ＫＬａｂ,713
3657,東証1部,ポールトゥウィン・ピットクルーホールディングス,1068
3658,東証1部,イーブックイニシアティブジャパン,2623
3659,東証1部,ネクソン,2654
3660,東証1部,アイスタイル,531
3661,東証1部,エムアップホールディングス,2668
3662,東証1部,エイチーム,1743
3663,東証2部,アートスパークホールディングス,3295
3664,マザーズ,モブキャストホールディングス,127
3665,東証1部,エニグモ,1344
3666,東証1部,テクノスジャパン,627
3667,東証1部,ｅｎｉｓｈ,518
3668,東証1部,コロプラ,806
3670,東証JQS,協立情報通信,1648
3671,マザーズ,ソフトマックス,1265
3672,東証1部,オルトプラス,476
3673,東証1部,ブロードリーフ,535
3674,マザーズ,オークファン,1261
3675,東証1部,クロス・マーケティンググループ,688
3676,東証1部,デジタルハーツホールディングス,1607
3677,東証1部,システム情報,968
3678,東証1部,メディアドゥ,5320
3679,東証1部,じげん,411
3680,マザーズ,ホットリンク,782
3681,東証1部,ブイキューブ,2682
3682,東証1部,エンカレッジ・テクノロジ,648
3683,東証1部,サイバーリンクス,1719
3686,東証1部,ディー・エル・イー,297
3687,東証1部,フィックスターズ,883
3688,東証1部,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,1747
3689,マザーズ,イグニス,2991
3690,マザーズ,イルグルム,1255
3691,マザーズ,リアルワールド,557
3692,マザーズ,ＦＦＲＩセキュリティ,2181
3694,東証1部,オプティム,2525
3695,マザーズ,ＧＭＯリサーチ,2125
3696,東証1部,セレス,3895
3697,東証1部,ＳＨＩＦＴ,15130
3698,マザーズ,ＣＲＩ・ミドルウェア,1696
3708,東証1部,特種東海製紙,4495
3710,東証JQS,ジョルダン,819
3712,東証2部,情報企画,2855
3719,東証JQS,ジェクシード,215
3723,マザーズ,日本ファルコム,1510
3726,東証2部,フォーシーズホールディングス,484
3727,マザーズ,アプリックス,219
3733,東証JQS,ソフトウェア・サービス,10520
3738,東証1部,ティーガイア,1938
3739,名古屋セ,コムシード,230
3741,東証1部,セック,2699
3744,東証2部,サイオス,697
3747,東証2部,インタートレード,512
3750,東証2部,ＦＲＡＣＴＡＬＥ,1402
3751,東証1部,日本アジアグループ,945
3753,東証2部,フライトホールディングス,572
3758,東証JQS,アエリア,581
3760,東証JQS,ケイブ,1088
3762,東証1部,テクマトリックス,1944
3763,東証1部,プロシップ,1355
3765,東証1部,ガンホー・オンライン・エンターテイメント,2051
3766,東証JQS,システムズ・デザイン,654
3768,東証2部,リスクモンスター,1016
3769,東証1部,ＧＭＯペイメントゲートウェイ,13120
3770,東証1部,ザッパラス,534
3771,東証1部,システムリサーチ,2256
3772,東証2部,ウェルス・マネジメント,1469
3773,マザーズ,アドバンスト・メディア,810
3774,東証1部,インターネットイニシアティブ,2754
3775,名古屋セ,ガイアックス,694
3776,東証JQS,ブロードバンドタワー,247
3777,東証JQG,ＦＨＴホールディングス,17
3778,東証1部,さくらインターネット,645
3779,東証JQS,ジェイ・エスコム　ホールディングス,109
3782,マザーズ,ディー・ディー・エス,205
3784,東証1部,ヴィンクス,957
3787,東証2部,テクノマセマティカル,775
3788,東証1部,ＧＭＯグローバルサイン・ホールディングス,5130
3791,東証JQS,ＩＧポート,1713
3793,マザーズ,ドリコム,684
3796,東証2部,いい生活,483
3798,東証JQS,ＵＬＳグループ,3755
3799,東証2部,キーウェアソリューションズ,798
3800,東証JQS,ユニリタ,1891
3802,東証JQS,エコミック,558
3803,東証JQG,イメージ情報開発,551
3804,東証JQS,システム　ディ,1466
3807,東証JQG,フィスコ,196
3808,名古屋セ,オウケイウェイヴ,264
3810,東証2部,サイバーステップ,706
3814,東証JQG,アルファクス・フード・システム,808
3815,マザーズ,メディア工房,327
3816,東証JQS,大和コンピューター,1138
3817,東証1部,ＳＲＡホールディングス,2596
3823,東証2部,アクロディア,175
3824,福岡Q,メディアファイブ,774
3825,東証2部,リミックスポイント,164
3826,東証1部,システムインテグレータ,632
3830,名古屋セ,ギガプライズ,1391
3834,東証1部,朝日ネット,716
3835,東証1部,ｅＢＡＳＥ,946
3836,東証1部,アバント,1475
3837,東証1部,アドソル日進,2516
3839,東証1部,ＯＤＫソリューションズ,891
3840,東証2部,パス,93
3841,東証JQS,ジーダット,1258
3842,東証JQG,ネクストジェン,1256
3843,東証1部,フリービット,922
3844,東証1部,コムチュア,2409
3845,東証JQS,アイフリークモバイル,157
3847,東証JQS,パシフィックシステム,3240
3848,東証JQS,データ・アプリケーション,1663
3849,札幌ア,日本テクノ・ラボ,1087
3850,東証2部,ＮＴＴデータイントラマート,2861
3851,東証JQS,日本一ソフトウェア,1136
3852,東証1部,サイバーコム,1504
3853,東証1部,アステリア,839
3854,東証1部,アイル,1590
3856,東証2部,Ａｂａｌａｎｃｅ,4970
3857,東証JQS,ラック,1037
3858,東証JQS,ユビキタスＡＩコーポレーション,594
3861,東証1部,王子ホールディングス,677
3863,東証1部,日本製紙,1348
3864,東証1部,三菱製紙,371
3865,東証1部,北越コーポレーション,612
3877,東証1部,中越パルプ工業,1281
3878,東証1部,巴川製紙所,793
3880,東証1部,大王製紙,1800
3891,東証JQS,ニッポン高度紙工業,3135
3892,東証JQS,岡山製紙,985
3895,東証JQS,ハビックス,551
3896,東証1部,阿波製紙,423
3900,マザーズ,クラウドワークス,1429
3901,東証1部,マークラインズ,3050
3902,東証1部,メディカル・データ・ビジョン,2032
3903,東証1部,ｇｕｍｉ,1198
3904,マザーズ,カヤック,880
3905,マザーズ,データセクション,439
3906,マザーズ,ＡＬＢＥＲＴ,5590
3907,マザーズ,シリコンスタジオ,1284
3908,マザーズ,コラボス,514
3909,東証1部,ショーケース,761
3910,東証JQS,エムケイシステム,674
3911,マザーズ,Ａｉｍｉｎｇ,379
3912,東証1部,モバイルファクトリー,1368
3913,マザーズ,ｓＭｅｄｉｏ,1232
3914,マザーズ,ＪＩＧ－ＳＡＷ,8930
3915,東証1部,テラスカイ,2630
3916,東証1部,デジタル・インフォメーション・テクノロジー,2031
3917,マザーズ,アイリッジ,774
3918,東証1部,ＰＣＩホールディングス,1445
3919,東証1部,パイプドＨＤ,1602
3920,東証1部,アイビーシー,1012
3921,東証1部,ネオジャパン,1766
3922,東証1部,ＰＲ　ＴＩＭＥＳ,3300
3923,東証1部,ラクス,2040
3924,東証1部,ランドコンピュータ,1091
3925,東証1部,ダブルスタンダード,4830
3926,東証1部,オープンドア,2231
3927,マザーズ,フーバーブレイン,796
3928,東証1部,マイネット,826
3929,マザーズ,ソーシャルワイヤー,665
3930,マザーズ,はてな,1406
3931,マザーズ,バリューゴルフ,1795
3932,東証1部,アカツキ,3595
3933,東証JQS,チエル,1318
3934,東証1部,ベネフィットジャパン,1975
3935,マザーズ,エディア,442
3936,マザーズ,グローバルウェイ,1277
3937,東証1部,Ｕｂｉｃｏｍホールディングス,3085
3939,東証1部,カナミックネットワーク,644
3940,東証1部,ノムラシステムコーポレーション,299
3941,東証1部,レンゴー,938
3943,福証,大石産業,1810
3944,東証2部,古林紙工,2480
3945,東証2部,スーパーバッグ,1190
3946,東証1部,トーモク,1916
3947,東証2部,ダイナパック,1497
3948,東証JQS,光ビジネスフォーム,493
3950,東証1部,ザ・パック,2742
3951,東証2部,朝日印刷,934
3952,名証2部,中央紙器工業,1114
3953,東証JQS,大村紙業,612
3954,東証JQS,昭和パックス,1740
3955,東証2部,イムラ封筒,1044
3956,東証JQS,国際チャート,325
3960,マザーズ,バリューデザイン,4090
3961,マザーズ,シルバーエッグ・テクノロジー,1370
3962,東証1部,チェンジ,3050
3963,東証1部,シンクロ・フード,385
3964,東証1部,オークネット,1415
3965,東証1部,キャピタル・アセット・プランニング,1167
3966,マザーズ,ユーザベース,2637
3967,マザーズ,エルテス,1243
3968,東証1部,セグエグループ,1298
3969,東証1部,エイトレッド,2408
3970,マザーズ,イノベーション,3630
3974,東証JQS,ティビィシィ・スキヤツト,494
3975,東証1部,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,896
3976,マザーズ,シャノン,1338
3977,札幌ア,フュージョン,980
3978,東証1部,マクロミル,937
3979,マザーズ,うるる,3135
3981,東証1部,ビーグリー,1361
3983,東証1部,オロ,3640
3984,東証1部,ユーザーローカル,4410
3985,東証1部,テモナ,1104
3986,マザーズ,ビーブレイクシステムズ,1345
3987,マザーズ,エコモット,897
3988,東証JQS,ＳＹＳホールディングス,1274
3989,マザーズ,シェアリングテクノロジー,239
3990,マザーズ,ＵＵＵＭ,1541
3991,マザーズ,ウォンテッドリー,3395
3992,東証1部,ニーズウェル,607
3993,マザーズ,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,2651
3994,マザーズ,マネーフォワード,5390
3995,マザーズ,ＳＫＩＹＡＫＩ,450
3996,東証1部,サインポスト,865
3997,東証JQS,トレードワークス,984
3998,マザーズ,すららネット,3150
3999,マザーズ,ナレッジスイート,832
4004,東証1部,昭和電工,3405
4005,東証1部,住友化学,586
4008,東証1部,住友精化,3655
4011,マザーズ,ヘッドウォータース,11300
4012,マザーズ,アクシス,3830
4013,マザーズ,勤次郎,2328
4014,マザーズ,カラダノート,1449
4015,マザーズ,アララ,1585
4016,東証JQS,ＭＩＴホールディングス,1375
4017,マザーズ,クリーマ,3375
4019,マザーズ,スタメン,1115
4020,マザーズ,ビートレンド,3100
4021,東証1部,日産化学,5830
4022,東証1部,ラサ工業,1890
4023,東証1部,クレハ,6480
4025,東証1部,多木化学,5730
4026,東証2部,神島化学工業,1532
4027,東証1部,テイカ,1240
4028,東証1部,石原産業,985
4031,東証1部,片倉コープアグリ,1201
4041,東証1部,日本曹達,3480
4042,東証1部,東ソー,1947
4043,東証1部,トクヤマ,2351
4044,東証1部,セントラル硝子,2169
4045,東証1部,東亞合成,1197
4046,東証1部,大阪ソーダ,2523
4047,東証1部,関東電化工業,918
4051,マザーズ,ＧＭＯフィナンシャルゲート,17010
4052,マザーズ,フィーチャ,1201
4053,マザーズ,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,2288
4054,マザーズ,日本情報クリエイト,2170
4055,マザーズ,ティアンドエス,4000
4056,マザーズ,ニューラルポケット,4795
4057,マザーズ,インターファクトリー,2222
4058,マザーズ,トヨクモ,2178
4059,東証JQS,まぐまぐ,1217
4060,マザーズ,ｒａｋｕｍｏ,1792
4061,東証1部,デンカ,4155
4062,東証1部,イビデン,4780
4063,東証1部,信越化学工業,18315
4064,東証1部,日本カーバイド工業,1311
4078,東証1部,堺化学工業,1826
4080,東証JQS,田中化学研究所,988
4082,東証1部,第一稀元素化学工業,1577
4088,東証1部,エア・ウォーター,1852
4091,東証1部,日本酸素ホールディングス,2218
4092,東証1部,日本化学工業,2745
4093,東証1部,東邦アセチレン,1190
4094,東証2部,日本化学産業,1263
4095,東証1部,日本パーカライジング,1134
4097,東証1部,高圧ガス工業,652
4098,東証1部,チタン工業,1936
4099,東証1部,四国化成工業,1221
4100,東証1部,戸田工業,2274
4102,東証2部,丸尾カルシウム,1450
4107,東証2部,伊勢化学工業,3300
4109,東証1部,ステラ　ケミファ,2972
4112,東証1部,保土谷化学工業,3925
4113,東証2部,田岡化学工業,11530
4114,東証1部,日本触媒,5570
4115,東証2部,本州化学工業,1826
4116,東証1部,大日精化工業,2373
4118,東証1部,カネカ,4500
4119,東証2部,日本ピグメント,2095
4120,東証2部,スガイ化学工業,1508
4124,東証JQS,大阪油化工業,1821
4151,東証1部,協和キリン,3355
4165,マザーズ,プレイド,3395
4166,マザーズ,かっこ,3305
4167,マザーズ,ココペリ,5280
4168,マザーズ,ヤプリ,4100
4169,マザーズ,ＥＮＥＣＨＡＮＧＥ,2055
4170,マザーズ,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,1671
4171,東証JQS,グローバルインフォメーション,1655
4172,東証JQS,東和ハイシステム,3130
4173,マザーズ,ＷＡＣＵＬ,2328
4174,東証JQS,アピリッツ,3565
4175,マザーズ,ｃｏｌｙ,4700
4176,マザーズ,ココナラ,1791
4177,マザーズ,ｉ－ｐｌｕｇ,4460
4178,マザーズ,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,2756
4179,マザーズ,ジーネクスト,1595
4180,マザーズ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1681
4182,東証1部,三菱ガス化学,2457
4183,東証1部,三井化学,3430
4185,東証1部,ＪＳＲ,3285
4186,東証1部,東京応化工業,6990
4187,東証1部,大阪有機化学工業,3835
4188,東証1部,三菱ケミカルホールディングス,883
4189,東証1部,ＫＨネオケム,2790
4192,マザーズ,スパイダープラス,1885
4193,東証JQS,ファブリカコミュニケーションズ,6690
4194,マザーズ,ビジョナル,6330
4196,東証JQS,ネオマーケティング,3275
4202,東証1部,ダイセル,863
4203,東証1部,住友ベークライト,4410
4204,東証1部,積水化学工業,1908
4205,東証1部,日本ゼオン,1625
4206,東証1部,アイカ工業,3940
4208,東証1部,宇部興産,2319
4212,東証1部,積水樹脂,2101
4215,東証1部,タキロンシーアイ,620
4216,東証1部,旭有機材,1324
4218,東証1部,ニチバン,1675
4220,東証1部,リケンテクノス,569
4221,東証1部,大倉工業,2305
4222,東証2部,児玉化学工業,480
4224,東証2部,ロンシール工業,1502
4228,東証1部,積水化成品工業,594
4229,東証1部,群栄化学工業,2472
4231,東証1部,タイガースポリマー,451
4234,東証JQS,サンエー化研,547
4235,東証JQS,ウルトラファブリックス・ホールディングス,1468
4237,東証JQS,フジプレアム,345
4238,東証1部,ミライアル,1339
4240,東証JQG,クラスターテクノロジー,401
4241,東証JQS,アテクト,944
4242,東証JQS,タカギセイコー,1905
4243,東証JQS,ニックス,840
4245,東証1部,ダイキアクシス,873
4246,東証1部,ダイキョーニシカワ,763
4247,名証2部,ポバール興業,1350
4248,東証1部,竹本容器,993
4249,東証1部,森六ホールディングス,2201
4251,東証1部,恵和,2404
4272,東証1部,日本化薬,1020
4274,東証JQS,細谷火工,1167
4275,東証1部,カーリットホールディングス,705
4282,東証1部,ＥＰＳホールディングス,1320
4284,東証1部,ソルクシーズ,1015
4286,東証1部,レッグス,2668
4287,東証JQS,ジャストプランニング,394
4288,東証JQS,アズジェント,1082
4290,東証1部,プレステージ・インターナショナル,711
4293,東証JQS,セプテーニ・ホールディングス,475
4295,東証1部,フェイス,872
4298,東証1部,プロトコーポレーション,1207
4299,東証1部,ハイマックス,1036
4301,東証1部,アミューズ,2221
4304,東証JQS,Ｅストアー,2097
4307,東証1部,野村総合研究所,3435
4308,マザーズ,Ｊストリーム,4435
4310,東証1部,ドリームインキュベータ,1042
4312,東証1部,サイバネットシステム,834
4316,東証JQG,ビーマップ,620
4317,東証JQS,レイ,327
4318,東証1部,クイック,1305
4319,東証1部,ＴＡＣ,246
4320,東証1部,ＣＥホールディングス,566
4323,東証1部,日本システム技術,1591
4324,東証1部,電通グループ,3540
4326,東証1部,インテージホールディングス,1452
4327,東証JQS,日本エス・エイチ・エル,3080
4331,東証1部,テイクアンドギヴ・ニーズ,816
4333,東証1部,東邦システムサイエンス,935
4334,東証JQS,ユークス,367
4335,東証JQS,アイ・ピー・エス,1026
4336,東証JQS,クリエアナブキ,569
4337,東証1部,ぴあ,2973
4341,東証2部,西菱電機,875
4342,東証2部,セコム上信越,3795
4343,東証1部,イオンファンタジー,2097
4344,東証1部,ソースネクスト,302
4345,東証1部,シーティーエス,928
4346,東証1部,ネクシィーズグループ,920
4347,東証JQS,ブロードメディア,85
4348,東証1部,インフォコム,2817
4349,名証2部,テスク,3505
4350,東証1部,メディカルシステムネットワーク,712
4351,東証JQS,山田債権回収管理総合事務所,769
4355,東証JQS,ロングライフホールディング,361
4356,東証JQS,応用技術,2750
4361,東証2部,川口化学工業,1090
4362,東証1部,日本精化,1365
4364,東証2部,マナック,844
4365,東証JQS,松本油脂製薬,10350
4366,東証2部,ダイトーケミックス,890
4367,東証2部,広栄化学,2738
4368,東証1部,扶桑化学工業,3960
4369,東証1部,トリケミカル研究所,3430
4380,マザーズ,Ｍマート,1007
4381,マザーズ,ビープラッツ,2341
4382,東証1部,ＨＥＲＯＺ,2647
4384,東証1部,ラクスル,4695
4385,マザーズ,メルカリ,5050
4386,東証2部,ＳＩＧ,711
4387,マザーズ,ＺＵＵ,1871
4388,マザーズ,エーアイ,1826
4389,マザーズ,プロパティデータバンク,1861
4390,東証1部,アイ・ピー・エス,2707
4391,マザーズ,ロジザード,2024
4392,東証1部,ＦＩＧ,278
4393,マザーズ,バンク・オブ・イノベーション,2455
4394,マザーズ,エクスモーション,1415
4395,マザーズ,アクリート,1354
4396,東証1部,システムサポート,1395
4397,マザーズ,チームスピリット,1244
4398,東証JQS,ブロードバンドセキュリティ,1876
4399,マザーズ,くふうカンパニー,700
4401,東証1部,ＡＤＥＫＡ,1895
4403,東証1部,日油,5560
4404,東証1部,ミヨシ油脂,1223
4406,東証1部,新日本理化,272
4409,東証2部,東邦化学工業,495
4410,東証1部,ハリマ化成グループ,915
4420,東証1部,イーソル,1189
4421,東証JQS,ディ・アイ・システム,943
4422,マザーズ,ＶＡＬＵＥＮＥＸ,1177
4423,東証1部,アルテリア・ネットワークス,1621
4424,マザーズ,Ａｍａｚｉａ,1383
4425,マザーズ,Ｋｕｄａｎ,4050
4427,東証1部,ＥｄｕＬａｂ,5940
4428,マザーズ,シノプス,1518
4429,マザーズ,リックソフト,2443
4430,東証1部,東海ソフト,1407
4431,マザーズ,スマレジ,5010
4432,東証1部,ウイングアーク１ｓｔ,2371
4433,東証1部,ヒト・コミュニケーションズ・ホールディングス,2082
4434,東証1部,サーバーワークス,4165
4435,マザーズ,カオナビ,3710
4436,マザーズ,ミンカブ・ジ・インフォノイド,3970
4437,マザーズ,ｇｏｏｄｄａｙｓホールディングス,1076
4438,マザーズ,Ｗｅｌｂｙ,1157
4439,東証1部,東名,1087
4440,東証1部,ヴィッツ,1994
4441,東証1部,トビラシステムズ,1351
4442,マザーズ,バルテス,1675
4443,東証1部,Ｓａｎｓａｎ,8500
4444,マザーズ,インフォネット,1315
4445,マザーズ,リビン・テクノロジーズ,2839
4446,東証1部,Ｌｉｎｋ－Ｕ,1089
4447,福岡Q,ピー・ビーシステムズ,819
4448,マザーズ,Ｃｈａｔｗｏｒｋ,1018
4449,東証1部,ギフティ,3645
4450,マザーズ,パワーソリューションズ,2067
4452,東証1部,花王,6860
4461,東証1部,第一工業製薬,3630
4462,東証1部,石原ケミカル,2217
4463,東証1部,日華化学,1215
4464,東証2部,ソフト９９コーポレーション,1300
4465,東証1部,ニイタカ,2686
4471,東証1部,三洋化成工業,5370
4475,マザーズ,ＨＥＮＮＧＥ,5400
4476,マザーズ,ＡＩ　ＣＲＯＳＳ,1809
4477,マザーズ,ＢＡＳＥ,1666
4478,マザーズ,フリー,7760
4479,マザーズ,マクアケ,6270
4480,マザーズ,メドレー,4295
4481,東証1部,ベース,5290
4482,マザーズ,ウィルズ,924
4483,マザーズ,ＪＭＤＣ,4660
4484,マザーズ,ランサーズ,613
4485,マザーズ,ＪＴＯＷＥＲ,6150
4486,マザーズ,ユナイトアンドグロウ,1398
4487,マザーズ,スペースマーケット,810
4488,マザーズ,ＡＩ　ｉｎｓｉｄｅ,16110
4490,マザーズ,ビザスク,3600
4491,東証JQS,コンピューターマネージメント,3090
4492,東証JQS,ゼネテック,1755
4493,マザーズ,サイバーセキュリティクラウド,2971
4494,東証2部,バリオセキュア,1512
4495,マザーズ,アイキューブドシステムズ,4905
4496,マザーズ,コマースＯｎｅホールディングス,2284
4497,マザーズ,ロコガイド,2882
4498,マザーズ,サイバートラスト,8300
4499,東証JQS,Ｓｐｅｅｅ,3705
4502,東証1部,武田薬品工業,3815
4503,東証1部,アステラス製薬,1691
4506,東証1部,大日本住友製薬,2101
4507,東証1部,塩野義製薬,5809
4512,東証1部,わかもと製薬,327
4516,東証1部,日本新薬,7750
4517,東証1部,ビオフェルミン製薬,3115
4519,東証1部,中外製薬,4186
4521,東証1部,科研製薬,4500
4523,東証1部,エーザイ,7014
4524,東証2部,森下仁丹,1976
4526,東証1部,理研ビタミン,1458
4527,東証1部,ロート製薬,2764
