code,ó¨ìÆéëéYçáåv,åªã‡ãyÇ—óaã‡,óLå`å≈íËéëéY,óLå`å≈íËéëéYçáåv,ìäéëóLâøèÿåî,ìäéëÇªÇÃëºÇÃéëéYçáåv,ó¨ìÆïâç¬çáåv,å≈íËïâç¬çáåv
3945,9383,1590,,2939.0,1296.0,2146.0,7597,3900.0
3946,78291,14046,,83463.0,9442.0,17022.0,59118,49410.0
3948,3712860,2110151,,4271691.0,1035356.0,1717188.0,1918641,568565.0
3950,48119,15189,,22490.0,9534.0,10973.0,18540,3376.0
3951,24667199,7549410,,31198436.0,5633740.0,6690406.0,11874410,20266286.0
3952,10850364,8061740,,1761284.0,1134748.0,1346840.0,1291182,711065.0
3953,4938331,3375809,,2285891.0,205511.0,271636.0,1419733,614295.0
3956,2032001,425109,,1546230.0,40992.0,41239.0,1047680,709816.0
3960,1385444,1016357,,116696.0,,91562.0,283399,294118.0
3962,30754,,89.0,,,,6532,
3963,2556359,2337782,,48042.0,,124678.0,203668,22993.0
3964,30768905,20326145,1659348.0,,,,14006364,3021649.0
3965,3815138,1994901,351757.0,,,,1811705,839422.0
3966,9579,7443,525.0,,,4782.0,5383,3187.0
3967,1546925,1065053,,71096.0,345890.0,508890.0,465982,693608.0
3968,6093031,2346708,,194965.0,668537.0,1016304.0,4049113,301039.0
3969,3555737,3156468,,74062.0,,115264.0,816851,146023.0
3970,2589828,1997781,,22065.0,266558.0,391519.0,593120,12588.0
3974,1919647,1566722,,1209531.0,,184722.0,656053,766044.0
3975,35783397,13510900,,6532050.0,1201467.0,5433172.0,17957690,12829424.0
3976,821994,400291,38019.0,,,204838.0,460111,319792.0
3978,25194,,1043.0,,,,37839,
3979,3686412,3291810,,152147.0,,111152.0,1893485,96519.0
3981,7633602,3355369,,51705.0,,225066.0,7975774,6066662.0
3983,6156294,4823681,433159.0,,13688.0,217309.0,951710,171491.0
3984,4576275,4387954,42781.0,,,,445124,
3985,1685278,1344133,45224.0,,,,611520,280823.0
3986,1660357,1488277,201.0,,,52586.0,311602,96008.0
3988,3074283,2258772,68221.0,,,215980.0,1102985,335899.0
3989,2812906,,136314.0,,,,2026528,
3990,6523496,3259473,318979.0,,573450.0,1447546.0,4934303,911374.0
3993,24033386,21696850,1312306.0,,3822279.0,4044051.0,1378658,2258941.0
3995,3735249,2425222,,40094.0,59488.0,208504.0,2553314,456358.0
3997,1209852,901818,94090.0,,61698.0,200354.0,176469,74200.0
3998,1186455,965674,,6818.0,,31285.0,259770,
3999,1222672,,58805.0,,,,1064418,
4004,750098,182272,,737139.0,113975.0,163487.0,482660,1025787.0
4008,68164,25657,,34775.0,1517.0,4661.0,27451,4892.0
4011,846583,714186,11885.0,,,,146141,
4012,2295504,1640753,40332.0,,,205026.0,460923,190780.0
4013,9441129,8720260,605936.0,,,286794.0,733983,257187.0
4014,1031832,898563,16249.0,,,,157901,3868.0
4015,1441851,1307313,,24931.0,325.0,86342.0,403411,
4022,16024,3407,,17340.0,1981.0,3513.0,10449,8757.0
4023,86237,,120171.0,,,,44865,
4025,20935,4813,,14161.0,7268.0,7576.0,7118,8304.0
4026,9314,2095,,8630.0,295.0,1243.0,7957,3103.0
4028,117003,25941,,47107.0,6187.0,15358.0,42203,58302.0
4031,22350,2808,,16156.0,884.0,1921.0,14378,3846.0
4041,100351,19286,,63722.0,41695.0,58381.0,44562,34209.0
4042,552517,149165,,315466.0,62576.0,110118.0,263620,57476.0
4043,199760,83681,,124025.0,27171.0,61126.0,83308,98224.0
4045,134190,49928,,79372.0,31028.0,35559.0,35789,12226.0
4047,50700,23684,,31430.0,7845.0,9512.0,20738,19163.0
4051,5428836,2850391,55208.0,,,69760.0,2393753,48933.0
4052,501407,428461,18151.0,,,,11596,
4054,3194148,2750623,,426501.0,,237828.0,1194225,6732.0
4056,1780311,1455286,71494.0,,,,585379,110260.0
4057,1005398,632868,31083.0,,,79544.0,355575,15631.0
4058,1647837,1581481,15315.0,,,,509698,
4059,1447420,1319377,8694.0,,,,201953,
4060,1112993,1037549,24650.0,,,,424550,70396.0
4062,285364,126884,,214828.0,68198.0,72933.0,131899,124755.0
4064,36030,12985,,24340.0,1743.0,2713.0,20884,14520.0
4078,60260,11093,,48621.0,9378.0,12418.0,26178,17564.0
4082,27529993,9576207,,22915523.0,851743.0,4779526.0,8590195,16882631.0
4088,335767,,403604.0,,,,239128,
4091,368901,,685733.0,,,,326019,
4092,30598,10004,,30874.0,7044.0,8133.0,17525,13595.0
4093,17389016,7877804,,9838803.0,1258106.0,2108368.0,10407453,2200275.0
4094,26808906,16169731,,7159196.0,8541394.0,12186990.0,5044006,1758117.0
4097,49839,21312,,29538.0,11518.0,12410.0,23163,5834.0
4098,5907,586,,8897.0,721.0,883.0,7467,1794.0
4099,65024,25907,,21492.0,19705.0,20662.0,15702,15075.0
4107,17025,2547,,12462.0,56.0,800.0,3477,1623.0
4109,29514,15568,,21564.0,563.0,1338.0,9474,6701.0
4112,30096,9447,,22645.0,8245.0,9621.0,11783,7171.0
4113,16423869,830354,,10099318.0,100487.0,1400548.0,9500995,3219570.0
4114,191806,,193197.0,,,,90750,
4115,20800,9796,,9508.0,14.0,933.0,4980,2913.0
4116,111861,36650,,51373.0,20635.0,32135.0,59220,34836.0
4118,309024,47716,,269164.0,57917.0,75411.0,212303,74085.0
4120,5547635,791074,,4089734.0,1857577.0,1955995.0,4002208,1589106.0
4124,950494,748979,,748718.0,,31006.0,133996,16089.0
4165,5787297,5186776,34960.0,,,,1110581,224520.0
4166,1229375,1107037,12334.0,,,,289061,198256.0
4167,1664040,1547569,,17591.0,,54863.0,195521,
4169,1638045,1265873,24618.0,,257168.0,273455.0,534753,750413.0
4171,2218336,1691357,,40741.0,,45845.0,508835,251624.0
4172,2757893,2433156,,739063.0,250350.0,321829.0,504445,42862.0
4173,550896,446801,,8049.0,,52486.0,174630,70000.0
4174,1705373,1032883,,34842.0,,336081.0,542672,3314.0
4175,3281976,2580222,,12003.0,,225921.0,1375703,3000.0
4179,1198671,982421,,225.0,,21902.0,263460,221604.0
4180,23370720,,59063.0,,,,4660899,
4182,402141,101785,,249931.0,158718.0,173792.0,167947,87006.0
4185,329279,,170428.0,,,,168810,
4186,108906,57603,,55009.0,,42161.0,28137,16813.0
4187,24769972,7030189,,15992274.0,5514317.0,5884141.0,8546220,2494597.0
4188,1797534,,1813838.0,,,,1492506,
4189,46755,10948,,39800.0,8216.0,10497.0,36541,15435.0
4192,4444400,4085524,,69609.0,,15427.0,825837,82483.0
4196,934739,495202,18694.0,,,,561609,257907.0
4202,312524,90827,,219720.0,75352.0,97532.0,112566,282818.0
4203,199149,,98507.0,,,,99440,
4204,505571,87454,,351397.0,174656.0,195525.0,282278,173472.0
4205,233248,51970,,117579.0,86201.0,94701.0,113853,36722.0
4206,126468,42420,,50750.0,15632.0,17623.0,47524,9333.0
4208,331727,80304,,331223.0,59484.0,98917.0,200440,188635.0
4212,81966,47286,,14679.0,19272.0,41657.0,25060,4783.0
4215,88584,6712,,41947.0,4052.0,9550.0,44839,10535.0
4216,40526,10398,,18180.0,3092.0,6790.0,15935,4689.0
4218,34197,13900,,20697.0,2527.0,5364.0,14622,8514.0
4220,57569939,21106010,,25470963.0,7736267.0,9814089.0,28080491,6051514.0
4221,41593,9136,,29264.0,8805.0,9957.0,25412,5897.0
4222,6093187,1953287,,6705375.0,267154.0,343177.0,8056209,1243964.0
4224,15676,6999,,7084.0,833.0,1027.0,5141,1552.0
4231,24949216,10790604,,14441180.0,3445909.0,3911472.0,7507644,4793969.0
4237,6642396,3113708,,7276993.0,371645.0,758567.0,4812053,1146172.0
4240,1090199,871169,,379876.0,,167.0,134078,17981.0
4241,1804691,771508,,3712165.0,3498.0,110753.0,1551249,2471562.0
4242,17562,3894,,16007.0,858.0,1429.0,14944,9322.0
4245,19000719,8071305,,8074314.0,455717.0,1564802.0,16926806,4199618.0
4246,80257,39842,,73167.0,2411.0,5128.0,45557,33848.0
4247,2868431,1151440,,2429069.0,793948.0,906016.0,675488,394094.0
4248,10546294,5611903,,6712910.0,,304847.0,4269123,3727637.0
4249,67360,17947,,43807.0,18254.0,20715.0,51049,11701.0
4251,9191274,4017550,,8207625.0,432234.0,659935.0,6175368,4400432.0
4272,156852,33306,,88980.0,33651.0,41864.0,37491,28769.0
4282,45361,20124,8359.0,,4727.0,10572.0,17760,4028.0
4286,8354145,3915855,79207.0,,201635.0,4557605.0,3662476,2233867.0
4287,2548985,2230775,,424072.0,7452.0,235231.0,232830,7192.0
4288,1663622,897748,,237008.0,160774.0,278469.0,581702,114707.0
4290,27275163,16310272,,11234820.0,5947399.0,6806000.0,11458529,2408400.0
4293,30586685,,343341.0,,,,17582223,
4295,16734103,12997014,,2946103.0,3898711.0,5268863.0,7167251,1907645.0
4298,31623,21705,,11019.0,2127.0,4525.0,12126,1327.0
4299,8789,6361,,153.0,,2215.0,2305,297.0
4301,39019,27661,,2566.0,4639.0,6268.0,10064,1585.0
4310,23528,4327,,680.0,1176.0,3339.0,14819,1533.0
4312,19735054,5648670,399761.0,,1844.0,810929.0,5852508,1269699.0
4316,1134068,545017,,31504.0,98314.0,147078.0,356156,27946.0
4317,5290197,3016525,,2790886.0,109063.0,514476.0,3016534,501783.0
4318,10463810,8151779,,1221521.0,1732291.0,2580796.0,4079486,329018.0
4319,10501967,5149331,,4760127.0,965555.0,4922446.0,11298957,3303244.0
4324,1829261,,271308.0,,,,1672730,
4326,30058683,12535965,,4004084.0,6302601.0,10261923.0,13969391,2121925.0
4331,7912,4594,,32214.0,105.0,8194.0,22345,18995.0
4333,9988449,8010827,,92580.0,411960.0,1246525.0,1741918,2062625.0
4334,6825921,6208076,,32586.0,288762.0,593896.0,4678193,187999.0
4335,1609855,993598,,82416.0,1703.0,192451.0,529673,225024.0
4336,1980104,1200596,,66022.0,2365.0,182599.0,791001,189082.0
4337,30907,15135,,13030.0,1106.0,3965.0,26366,24508.0
4342,41269,20282,,8996.0,2577.0,5473.0,5627,1528.0
4343,12018859,5718115,,32539827.0,5323.0,8216160.0,29442278,7596935.0
4344,13465804,4779954,,105094.0,3047842.0,3829824.0,6538779,1428073.0
4346,11752,4309,,1187.0,838.0,2735.0,7163,4116.0
4347,5582629,3368262,,487316.0,150181.0,772213.0,2919237,368750.0
4349,1500634,1030777,,1899976.0,140410.0,202583.0,436210,1928382.0
4350,19313,10118,,24634.0,397.0,6926.0,25418,27841.0
4351,4881399,1222855,84821.0,,733547.0,968707.0,2041134,971659.0
4361,4926414,861181,,2314882.0,,249052.0,3737799,1740272.0
4362,28928738,14373553,,11230174.0,12535526.0,12796823.0,7304994,3113671.0
4364,7610181,1651717,,2978687.0,2023195.0,2229036.0,3185656,104903.0
4365,53079,36558,,6747.0,7908.0,8781.0,9056,1249.0
4366,10338,3254,,5449.0,2754.0,2911.0,4484,1582.0
4367,12940,160,,17242.0,1095.0,1727.0,5439,4551.0
4368,45131230,25594582,,25924241.0,1161405.0,2790414.0,7836259,2026579.0
4369,7584706,1698612,,7879507.0,4147328.0,4195036.0,3290460,3975908.0
4380,1326663,1184783,,9464.0,,66156.0,427644,
4381,460064,283667,,8471.0,814.0,19868.0,438061,98247.0
4382,5990620,5805499,160000.0,,,,135416,
4384,15813320,12633338,,506630.0,148138.0,4143867.0,3533313,9670841.0
4385,216089,171692,2611.0,,145.0,28102.0,158039,52187.0
4388,1300138,1101358,,19790.0,2460.0,24333.0,116334,3647.0
4389,1713497,1412280,,49735.0,12960.0,480654.0,411350,207715.0
4390,7644378,3625838,,2510919.0,,756914.0,3376361,1645749.0
4391,1176176,900110,20311.0,,,34421.0,196682,
4392,8804,1773,,4379.0,675.0,1880.0,5174,2349.0
4393,2662498,2217523,7405.0,,,,726704,1040250.0
4395,1574456,1231416,36460.0,,,21594.0,338517,
4398,1783436,799578,,313100.0,,106012.0,1209465,601763.0
4399,4923500,2112411,115628.0,,,443838.0,2600220,1157114.0
4401,255525,84244,,118909.0,35498.0,47067.0,107281,58890.0
4404,22366,5659,,15507.0,8400.0,10870.0,15071,9091.0
4406,16449,3148,,10105.0,8513.0,9285.0,11613,8057.0
4409,30926,9285,,21283.0,3467.0,5033.0,20588,22706.0
4410,35567255,3478646,,22450788.0,8707896.0,10813925.0,20902328,11045941.0
4420,6507920,4283477,284646.0,,,,1469413,262556.0
4421,1375943,646680,149443.0,,,297685.0,664344,214223.0
4424,2858649,1799333,9189.0,,,184202.0,927965,
4425,1359662,1230979,,0.0,1979.0,180677.0,81881,
4429,2982808,1944022,,70394.0,,113967.0,1222146,45828.0
4430,2906413,1288740,,1619023.0,,407976.0,870331,488393.0
4431,3627850,3191669,,161825.0,,242909.0,625059,85902.0
4432,7291702,,1910629.0,,,,11175481,
4433,19153,9664,,2194.0,655.0,1723.0,9773,4599.0
4434,8999600,7426126,,72971.0,1402808.0,1532649.0,1519659,342906.0
4436,2875210,1847041,,70063.0,697083.0,891051.0,1251328,1523104.0
4437,2337797,1009688,86760.0,,,528542.0,1029516,273669.0
4438,1343392,1088304,0.0,,,,119028,13705.0
4440,2197429,1818385,31882.0,,,243077.0,272269,227044.0
4441,1150254,944741,61368.0,,,,278770,8632.0
4442,2019231,1190497,,101283.0,,218185.0,958693,84047.0
4444,1099684,775562,,68330.0,,45091.0,247389,87810.0
4445,1750440,1185299,9022.0,,,109780.0,649697,374472.0
4447,1230367,590198,,5143.0,,38003.0,474596,150392.0
4448,2188974,1765526,63470.0,,,93266.0,732123,
4449,4663202,3330063,,36350.0,1567105.0,1932859.0,2205995,1346127.0
4450,1569074,910647,31288.0,,136196.0,568643.0,506180,
4452,(67545),,2600.0,,,,(51874),
4462,11254064,5220351,,5696397.0,6706419.0,7886473.0,3603044,811763.0
4464,27950249,19170242,,20916192.0,6940556.0,7622728.0,4229909,3181821.0
4465,11059251,5290941,,8057735.0,,1553081.0,4546816,4717354.0
4471,89340,23647,,61255.0,31798.0,41541.0,46222,6548.0
4475,2755342,473,183301.0,,220.0,726627.0,1879319,124261.0
4476,1459730,1129836,21884.0,,,,298065,32274.0
4477,26925,22542,117.0,,,,11411,63.0
4478,16714145,15214759,,283344.0,259956.0,501992.0,5731398,
4479,9044510,8493699,49361.0,,,236833.0,3184109,35016.0
4480,12836817,11842802,168444.0,,,,3236179,2973571.0
4483,28360,,8186.0,,,,13208,
4484,2845597,2037903,,14015.0,,49118.0,1592067,4000.0
4485,8955283,8398235,,6968697.0,41823.0,491990.0,3881689,5726512.0
4487,1140286,682693,6645.0,,,,425585,56321.0
4488,5654495,4816451,,205051.0,3523.0,1475117.0,3265616,1851.0
4490,1799423,1357535,,23001.0,,146718.0,758960,190000.0
4492,2386084,1481759,,74489.0,,358636.0,681192,336427.0
4493,1044377,833048,15427.0,,,,530514,181338.0
4495,2046028,1828766,36140.0,,,,627689,62027.0
4496,1528879,1232172,,87756.0,589577.0,718466.0,697165,83769.0
4497,6278209,2807932,,60318.0,122978.0,170089.0,525927,210657.0
4498,3124917,1962626,,544612.0,26357.0,444565.0,1585268,413134.0
4499,6879757,4783426,128754.0,,,,2564265,725382.0
4502,2712893,,1453917.0,,,,1773176,
4507,556238,,90883.0,,,,100180,
4516,139090,47770,,21306.0,22113.0,35954.0,31514,2970.0
4517,19501722,14412558,,11879731.0,1831137.0,1904216.0,1885714,1057717.0
4527,133071,52964,,49790.0,26226.0,35392.0,56471,12707.0
4528,247642,,113866.0,,146796.0,,93733,
4530,198061,114254,,37354.0,54602.0,63267.0,30057,15994.0
4531,9718,1256,,8916.0,1668.0,2181.0,6539,3512.0
4534,118793,54487,,13299.0,20272.0,29051.0,28710,6106.0
4536,206231,,39489.0,,,,78549,
4538,39533,7074,,24638.0,3247.0,5380.0,26763,9429.0
4539,30446,10584,,12309.0,2026.0,3124.0,14102,15006.0
4540,204273,61310,,84176.0,11445.0,19170.0,48380,37513.0
4543,523966,,299679.0,,,,211366,
4547,92965,20456,,24290.0,138133.0,149964.0,18245,30662.0
4549,29983,9150,,12768.0,3410.0,11481.0,12772,1239.0
4550,30400,4461,,3274.0,1752.0,2061.0,2948,384.0
4551,96414,1697,1778.0,,21060.0,28619.0,11044,1412.0
4553,137290,22915,,85898.0,519.0,7516.0,51516,77552.0
4554,34430,10835,,13672.0,7049.0,11704.0,18954,11043.0
4559,37313049,9793938,,23634282.0,5915274.0,18842193.0,53757037,11922336.0
4563,17318333,14157034,,122843.0,1078166.0,1270986.0,5621015,76486.0
4564,3194105,2899092,,94936.0,,74335.0,194921,96358.0
4565,42018,,3824.0,,,,2985,
4568,1268420,,265281.0,,,,353571,
4570,1124969,604187,,127122.0,514080.0,585946.0,145008,63748.0
4571,6902163,3891799,,4264.0,686775.0,901102.0,265374,55622.0
4572,4108725,3734567,54105.0,,,,442025,235783.0
4575,1179589,1002999,,,,,112712,749994.0
4576,2433828,2229385,4667.0,,,,183819,334000.0
4577,33967825,2989709,,21650389.0,2870720.0,3408439.0,14679143,3074399.0
4582,5002896,2933665,,73448.0,,80580.0,998004,2210.0
4583,3293850,2580344,,6417.0,150000.0,237138.0,377709,41978.0
4584,3346310,1461158,,3223.0,563159.0,581795.0,1114319,1209246.0
4586,1684251,1648543,,314648.0,,81830.0,105442,27237.0
4587,13309226,11545824,,5871945.0,3312241.0,4902439.0,2058601,343694.0
4588,5239030,4979253,,20657.0,,202895.0,283494,410848.0
4591,6050339,3338038,,30731.0,,38438.0,116960,
4594,3650992,3265388,,48201.0,,50234.0,156405,55379.0
4595,4916300,221868,,2130622.0,,,1906995,1124215.0
4596,6303307,,220941.0,,,,570047,
4597,2609,,41.0,,,,1055,
4599,10224966,9968142,350538.0,,,,230204,126523.0
4611,33073,6983,,25877.0,7387.0,26389.0,24422,10478.0
4613,300471,114292,,127220.0,86942.0,127552.0,156357,111363.0
4615,12715,3303,,17931.0,1982.0,2841.0,8282,7346.0
4616,5127291,1903297,,1458502.0,772387.0,922989.0,3222579,1921211.0
4619,25414,6535,,27018.0,18762.0,21824.0,19775,8571.0
4620,32857052,12730767,,13819607.0,3038212.0,6154779.0,13782938,3507247.0
4623,9752445,3550875,,6371011.0,2875026.0,3294197.0,3614200,3116911.0
4624,10257183,5493271,,2671476.0,4059245.0,5975657.0,2118302,992248.0
4626,92937,54705,,46348.0,2766.0,4765.0,38107,64397.0
4628,127604,103383,,12935.0,12.0,3370.0,18927,3479.0
4629,15565158,5158945,,4136981.0,351134.0,1239786.0,6598521,443251.0
4631,544791,170718,,234088.0,49001.0,173150.0,322515,267205.0
4633,82932,11683,,43104.0,24733.0,26161.0,43080,23142.0
4634,209048,66672,,107444.0,53315.0,65332.0,91521,73078.0
4635,25655,3163,,14003.0,4404.0,5492.0,15032,5533.0
4636,31161,9361,,23278.0,10527.0,12543.0,17585,5106.0
4641,14540517,8420252,,3338789.0,1054267.0,2862814.0,7904288,505179.0
4642,5971894,3722064,492528.0,,,,1529466,222750.0
4644,9616030,7923883,,42981.0,2226040.0,2805620.0,1436356,
4645,5448435,3609792,,3072461.0,326816.0,3078993.0,3857741,6919484.0
4651,14633,5256,,15322.0,120.0,2210.0,16861,7981.0
4653,9786192,4479651,,7223371.0,601547.0,2081105.0,5652688,4157833.0
4657,2650084,834231,,2692852.0,45598.0,288822.0,2136715,1354046.0
4659,17582390,13296108,,1947053.0,3489998.0,4195590.0,4835404,69772.0
4661,274134,197317,,665557.0,49601.0,83662.0,121370,159147.0
4662,9812956,4221234,,3505292.0,3611201.0,4344728.0,4571965,2172790.0
4664,2418700,1651233,,494480.0,206729.0,550794.0,1038394,837252.0
4665,69239,18431,,50152.0,50768.0,59372.0,34587,7974.0
4666,148111,103155,,139369.0,,21544.0,92884,221113.0
4668,10297,8493,,1184.0,2014.0,3330.0,4768,722.0
4669,3191098,1816454,,8648799.0,,260972.0,4043016,5746067.0
4673,5442115,2022431,,2366737.0,412241.0,841767.0,4440540,836337.0
4674,20079762,11039932,,468066.0,6704112.0,8731141.0,7152363,3704250.0
4678,2447784,1553330,,6229352.0,,2202885.0,3517553,2918636.0
4679,968091,389827,,1925280.0,,1975735.0,2504358,1369985.0
4681,152856,48367,,176366.0,29867.0,68801.0,100777,185673.0
4684,163046,150745,,56265.0,74816.0,78811.0,23931,8300.0
4685,16284,1767,,361.0,51.0,3194.0,5199,1814.0
4686,65477,56007,,6190.0,30.0,943.0,14206,119.0
4687,15081727,10077199,,159225.0,2391518.0,3358995.0,4757312,231757.0
4690,1877149,1010768,,7910339.0,173566.0,304558.0,3291067,2033220.0
4691,4816367,3174433,,17657116.0,60072.0,4922969.0,8336640,10657552.0
4694,98950,63478,,30685.0,1793.0,5731.0,40407,5644.0
4696,10386,6621,,5396.0,,3160.0,23440,2559.0
4699,13258987,5121637,,935128.0,172128.0,942390.0,6857728,1417386.0
4704,267356,149901,,8070.0,31756.0,70355.0,129508,57736.0
4705,3971853,3651580,,318870.0,1018105.0,1522441.0,488772,153907.0
4707,1080013,283449,,3914011.0,207471.0,339506.0,1018751,1792874.0
4708,50690,25658,,6233.0,1064.0,7191.0,18793,3058.0
4712,7927144,,1945545.0,,,,9621476,
4716,41982,25090,,37335.0,,215447.0,89583,0.0
4718,7798664,5310679,,5050510.0,791216.0,4384248.0,4493521,3087774.0
4720,2015582,1342826,,2294256.0,271244.0,978799.0,1460214,1587793.0
4725,21860,10141,2304.0,,17158.0,19565.0,9342,8418.0
4726,29135,9722,,1659.0,636.0,3487.0,16907,2313.0
4728,3758421,1586786,,1270485.0,523598.0,1745749.0,609162,337835.0
4733,124849217,114105127,,1097578.0,31026053.0,31980775.0,23123682,6675860.0
4734,6424225,4664964,,272525.0,1392.0,1680405.0,2165808,2551185.0
4735,4770616,3123059,,12275812.0,99738.0,2715063.0,8197286,9663761.0
4736,3625050,2921033,,27584.0,206360.0,282248.0,571077,932600.0
4739,353677,,45009.0,,,,172804,
4743,14694127,2972304,,647121.0,1952686.0,2750629.0,4341093,248699.0
4745,7572492,6562644,,817170.0,727.0,1961114.0,3223154,35169.0
4746,7114805,492973,,7037643.0,19423690.0,19554556.0,4752570,1563838.0
4748,6036854,1010422,,5434974.0,2142276.0,3909749.0,4713281,4670948.0
4750,5038789,1716888,,2707054.0,,1430192.0,2036559,1199584.0
4751,234873,100384,13704.0,,,27771.0,109212,44535.0
4754,5730912,4407678,,2043756.0,268004.0,743149.0,1887858,859260.0
4762,2990684,1394331,,98723.0,2701953.0,3546600.0,599390,562326.0
4763,14124550,8315320,,691664.0,742370.0,2640263.0,6636145,1132347.0
4764,223416,22468,,2530.0,19.0,1586.0,199395,2456.0
4765,6413742,4904634,,242025.0,3585678.0,4018745.0,1830919,
4766,1129020,953747,,423762.0,,,741386,332979.0
4767,10480248,7717311,,234129.0,1355658.0,1796644.0,1947591,569516.0
4768,404804,178356,,36342.0,19519.0,30925.0,201006,15152.0
4769,5199625,3719203,,16979.0,1555515.0,1776441.0,1396138,427244.0
4770,665695,421739,,10317.0,,1930.0,141393,13742.0
4772,9100811,3790229,30989.0,,,103353.0,3274430,
4776,6357,2924,,2682.0,1840.0,3060.0,5792,131.0
4777,901705,825375,,4847.0,401.0,178777.0,303052,478536.0
4781,42272,21687,,11457.0,179.0,3426.0,20793,2245.0
4783,6768534,2835112,,1233321.0,440526.0,2642832.0,3976670,2674504.0
4784,9653667,4785146,,347989.0,1226615.0,2619353.0,6665013,652840.0
4792,14240397,10391915,,450478.0,687960.0,2043843.0,4079624,80014.0
4800,3502997,2784188,,143547.0,106830.0,571507.0,759067,
4801,9368,6003,,21772.0,279.0,12244.0,8367,13235.0
4809,4979,4302,,29819.0,,,3089,16938.0
4813,19794164,16569484,,451702.0,644529.0,1929489.0,1463107,477758.0
4814,1050227,314659,,74618.0,43613.0,210323.0,594091,90881.0
4816,64834,43041,,8582.0,13706.0,31533.0,17623,2733.0
4824,906341,533278,4919.0,,2317068.0,2495834.0,176838,522268.0
4825,12131692,7885166,,1783260.0,209685.0,1315662.0,1637145,65500.0
4827,8634360,2250761,,7849218.0,240240.0,389773.0,7630132,6201161.0
4828,7809067,4078245,,158170.0,511964.0,1210771.0,3907798,170779.0
4829,5252055,4301602,,325803.0,55776.0,184771.0,606274,296155.0
4832,25760998,329317,,3032997.0,1179547.0,4083917.0,9418821,5636263.0
4833,2124000,249.3Åì,,,0.0,39387.0,642051,38603.0
4834,2938868,917129,184265.0,,,,1999134,171759.0
4837,26220,10881,,4179.0,467.0,8016.0,25823,6569.0
4839,57033,25892,,12733.0,9136.0,12489.0,26667,2169.0
4845,15568612,,460880.0,,,,6268977,
4847,6673522,4175031,524054.0,,1398685.0,2157752.0,2813138,642482.0
4848,18924,12847,,615.0,2142.0,3128.0,5560,830.0
4849,33724,26374,,621.0,2285.0,5299.0,8260,1527.0
4880,2224357,1777076,86236.0,,,129152.0,287797,275.0
4881,3824863,3731093,1473.0,,,,167694,
4883,5666329,5649593,54345.0,,,,88384,14936.0
4884,2752543,2430662,,,,,140119,2256.0
4885,3885191,1410767,,858754.0,51533.0,228322.0,2672224,1210718.0
4902,582024,,292535.0,,,,399667,
4911,492148,129817,,366205.0,14279.0,119377.0,331007,362366.0
4912,214742,,117403.0,,,,129238,
4914,91754,10879,,57156.0,27600.0,33601.0,50370,32792.0
4919,20841621,10740755,,15199985.0,2790215.0,4788411.0,4919036,667077.0
4920,4719378,1078582,,9481869.0,491338.0,977195.0,3547981,8912064.0
4921,52022,25487,,39642.0,199.0,3615.0,14798,11519.0
4923,7813482,5387279,,2902600.0,192963.0,814095.0,1881891,1122325.0
4925,11313571,5663626,,5003164.0,5307.0,602024.0,3452653,1949336.0
4927,124593,58345,,41011.0,16204.0,27824.0,24208,9343.0
4929,2723604,1469849,,1611421.0,443432.0,722147.0,547506,456362.0
4930,2279814,694396,15965.0,,,,512351,5071.0
4931,16715,12626,2219.0,,,,3789,1144.0
4933,12515,5113,,206.0,,514.0,5011,834.0
4935,2836229,915779,26298.0,,,,1095300,794659.0
4951,26483487,11864226,,10458486.0,7270358.0,7967161.0,11761393,2422250.0
4952,10849493,800371,,2301724.0,799850.0,2051521.0,4295171,2935970.0
4955,21648768,10229033,,5308568.0,110646.0,623419.0,3545836,3718287.0
4956,76133,23876,,25812.0,8005.0,11007.0,39511,5601.0
4957,18189580,4181876,,5099707.0,948966.0,1821002.0,3107339,3285825.0
4958,50241,17416,,30041.0,19466.0,20505.0,9686,11465.0
4962,9452987,6322799,,5010479.0,1682290.0,1778940.0,1500727,715492.0
4966,53653495,30541231,,17211764.0,12865612.0,13937108.0,11289563,4342235.0
4967,161127,82354,,20903.0,32654.0,38714.0,41973,5991.0
4968,53713,8464,,38103.0,8552.0,11521.0,33773,13393.0
4970,16998178,3794440,,24908152.0,212011.0,1088703.0,16913452,13814407.0
4971,11518700,6092896,,8992509.0,906314.0,1857622.0,3752072,454773.0
4972,24600844,6100229,,13952978.0,381978.0,1463576.0,11994061,2818488.0
4975,26724260,16674852,,5312981.0,1938702.0,3124498.0,6050416,1470128.0
4976,6112760,4695795,,2285719.0,52191.0,1062679.0,1325563,589642.0
4977,20266,4024,,9109.0,3205.0,5036.0,9630,6410.0
4987,20281,8466,,12528.0,2956.0,4109.0,6381,1605.0
4990,6252553,3108961,,2696144.0,2696942.0,3333940.0,4379610,2166897.0
4994,14955337,5021341,,13061053.0,465995.0,1227638.0,7389931,565029.0
4995,5388389,1400121,,716255.0,929891.0,1102694.0,2484704,1956215.0
4996,97117,18594,,34474.0,19983.0,22625.0,39944,17184.0
4997,78425,19278,,14651.0,5805.0,10773.0,35323,10574.0
5008,39842,460,,48921.0,1182.0,5420.0,56849,9496.0
5009,11254,4613,,5537.0,325.0,653.0,7432,587.0
5010,15933,1718,,15763.0,,,19157,5911.0
5011,52076,25920,,21136.0,5143.0,8791.0,18926,1796.0
