code,ó¨ìÆéëéYçáåv,åªã‡ãyÇ—óaã‡,óLå`å≈íËéëéY,óLå`å≈íËéëéYçáåv,ìäéëóLâøèÿåî,ìäéëÇªÇÃëºÇÃéëéYçáåv,ó¨ìÆïâç¬çáåv,å≈íËïâç¬çáåv
6815,36220,16281,,10112.0,689.0,1196.0,5063,9795.0
6819,1440965,1294718,,1923390.0,10653.0,157221.0,342487,606573.0
6820,45509,26323,,7851.0,4421.0,8081.0,3497,1652.0
6822,17893397,3017318,,2700782.0,589685.0,1451464.0,10504693,3460543.0
6826,11333,5977,,2140.0,196.0,697.0,2884,616.0
6832,40761902,24044101,,12840924.0,2556965.0,4579881.0,8529589,1086631.0
6834,19026406,12256376,,7895334.0,69543.0,1073073.0,3375826,1376919.0
6835,18178534,4555568,,5782238.0,,3449708.0,15379106,6495738.0
6836,699895,318777,,,1400.0,49570.0,278158,39553.0
6837,11094,3500,,5753.0,468.0,1011.0,7536,3915.0
6838,6730711,2448235,,794435.0,256621.0,715661.0,1779018,1444988.0
6839,60588,34917,,7962.0,1046.0,4765.0,20814,1130.0
6840,7976751,3752495,,128891.0,,247945.0,5414843,718522.0
6844,74273,26646,,36090.0,15370.0,16485.0,31670,46722.0
6845,219599,68511,,27062.0,22780.0,32453.0,76459,7530.0
6846,3497112,1435331,,285997.0,321201.0,625083.0,1679791,537057.0
6848,16523,6640,,4663.0,2230.0,2951.0,3211,3059.0
6849,156140,30609,,20193.0,6418.0,14366.0,50608,3436.0
6850,20299064,6991754,,5578855.0,1916328.0,4122623.0,7274912,3621758.0
6853,16088303,6590750,,5040788.0,,2907307.0,5463850,1957276.0
6855,18181,6518,,6521.0,65.0,680.0,4848,5319.0
6856,229199,115912,,86230.0,11660.0,18779.0,75198,78517.0
6858,6592,2276,,11162.0,1254.0,2303.0,3344,2551.0
6859,40182,13398,,12368.0,3697.0,5269.0,10769,2853.0
6862,10138049,2382156,,1334122.0,429080.0,869443.0,7029116,2113148.0
6864,14183297,7482332,,3435610.0,708074.0,1118715.0,3534279,2490499.0
6867,3884278,2652386,,584527.0,61682.0,401945.0,424121,354440.0
6870,13968595,6644470,1274669.0,,2063371.0,2391952.0,5208201,2080213.0
6871,25655,13397,,9428.0,2587.0,3326.0,10371,2938.0
6874,16815301,5830557,,4971356.0,1698932.0,2540541.0,8053890,2278791.0
6877,52336,23718,,14338.0,1318.0,7179.0,11757,10863.0
6879,30440836,6908657,,7224868.0,3163483.0,8267369.0,22117359,8495895.0
6881,32284,8680,,13246.0,319.0,2051.0,17414,9659.0
6882,18594,5870,,5282.0,46.0,812.0,4806,703.0
6888,3022663,1833867,,189893.0,52925.0,197097.0,1066318,
6890,88077566,30202819,,53043245.0,824251.0,34254535.0,58890220,40059730.0
6894,2916096,1675979,,553230.0,95581.0,499504.0,386178,620126.0
6897,8501265,2369968,,3862265.0,198629.0,488215.0,3277378,1625482.0
6898,1944418,996099,,1964393.0,30814.0,33179.0,190737,686094.0
6899,21391357,2194339,,11512515.0,739260.0,1086351.0,11145041,5649484.0
6902,2789736,,1875763.0,,,,1498659,
6904,23456187,4660725,,6187892.0,,2911389.0,19315326,1891593.0
6905,28995574,10885481,,6869186.0,4707949.0,5218922.0,3359810,703966.0
6907,11710744,6127880,,1831504.0,1650773.0,2346123.0,4000113,1520108.0
6908,35209,14260,,26512.0,632.0,1886.0,7956,1254.0
6912,7019636,3164500,,2460574.0,1558898.0,2387979.0,1439848,557929.0
6914,35095,14948,,6576.0,1907.0,4481.0,12595,3373.0
6915,31840,16111,,10436.0,2280.0,3379.0,9951,1713.0
6916,32888,5577,,6367.0,,2957.0,13061,941.0
6918,10362936,6644487,,1817077.0,7997709.0,8019904.0,2245375,2045683.0
6919,9934707,4393462,,4109017.0,727377.0,1805127.0,2967075,496865.0
6920,90149986,18535375,,7995706.0,726824.0,3519963.0,55848424,568928.0
6923,261760,138084,,187709.0,70130.0,81683.0,75009,21362.0
6925,176359,73670,,44822.0,56364.0,65682.0,48007,31087.0
6926,9897201,4782518,,2539525.0,1551816.0,1755261.0,3018691,3828707.0
6927,12291943,6453163,,2050283.0,534590.0,678017.0,1769297,249959.0
6928,14143434,3324727,,10222955.0,516074.0,1021057.0,7277669,1560506.0
6929,42919,33037,,9905.0,789.0,883.0,4115,332.0
6930,18249,10306,,2815.0,916.0,1960.0,3010,1314.0
6932,28495,10063,,15963.0,177.0,3176.0,14096,12908.0
6941,20645175,9471217,,13157365.0,247900.0,1535391.0,7244386,2563547.0
6943,9072765,5393823,,2151951.0,1106357.0,1499414.0,1725727,596877.0
6946,18528,1877,,4750.0,,2834.0,10605,5998.0
6947,39276705,21693586,,6263454.0,9114007.0,10330561.0,12650238,5675738.0
6951,108614,15376,,19031.0,9814.0,15114.0,67212,28176.0
6955,32344,7001,,14776.0,219.0,509.0,33779,3396.0
6957,26657050,11896410,,9027733.0,355465.0,1331137.0,8189954,3607733.0
6958,50318,17466,,39568.0,2830.0,6242.0,26261,18720.0
6962,39937705,14316276,,23778088.0,2636452.0,4777836.0,17069481,17788871.0
6963,555823,261292,,247367.0,95749.0,116404.0,73379,83370.0
6964,13587896,4490422,,4017838.0,998180.0,1339617.0,4671717,924199.0
6965,168827,75999,,84084.0,3371.0,16904.0,34764,16197.0
6966,46863,14748,,46975.0,1022.0,1936.0,15054,33419.0
6967,124534,42940,,110551.0,45.0,4761.0,84471,3112.0
6969,3878775,1307955,,1430853.0,15000.0,42549.0,2455763,1447321.0
6971,2943,,55838.0,,,,25344,
6973,27376223,3193091,,1519402.0,3292046.0,5058587.0,15619279,5432575.0
6976,237599,84297,,159172.0,2405.0,6498.0,102477,58223.0
6977,5365631,2419301,,1268172.0,265761.0,523986.0,3280189,2105120.0
6982,2830524,1342011,,4793969.0,746244.0,830750.0,2802186,3016655.0
6986,68532,40829,,16619.0,9348.0,14287.0,9150,3555.0
6989,22704,8262,,8780.0,1111.0,3790.0,11469,10935.0
6993,6504236,1003890,,263714.0,80164.0,906907.0,4645513,1692241.0
6994,15429383,5682017,,12771742.0,1784800.0,2705534.0,3789775,3230839.0
6996,77865,19766,,35505.0,38605.0,41551.0,41183,25558.0
6997,81523,23725,,38448.0,15130.0,17815.0,54278,33265.0
6998,8206,2478,,3621.0,1107.0,3134.0,4634,348.0
7003,479067,137647,,131146.0,51587.0,128835.0,559244,111303.0
7004,259505,47277,,113330.0,15832.0,46936.0,198113,103055.0
7011,2454670,,779696.0,,,,2345260,
7012,1285407,126702,,451259.0,12721.0,204180.0,917555,562944.0
7014,62939,13507,,34915.0,9341.0,13325.0,52347,18857.0
7018,21550,7448,,10061.0,2012.0,2250.0,18784,8482.0
7021,8556659,4840288,,4654262.0,1355757.0,1957242.0,3098322,1260468.0
7022,13638,5612,,7372.0,3728.0,4451.0,10157,9145.0
7033,2100973,1352273,246432.0,,,325795.0,775491,436063.0
7034,6550206,5690391,28817.0,,,,712963,298039.0
7035,5079403,834502,,37473.0,257295.0,540711.0,1705558,2903061.0
7036,2798203,1244262,9350.0,,,231457.0,1695636,66138.0
7038,2460695,1404223,,211269.0,56800.0,531646.0,1022658,82259.0
7039,2160474,1037336,409269.0,,,,762553,208376.0
7040,10437018,8899646,,15417405.0,2456190.0,7411040.0,1703693,28501149.0
7041,4270656,1828401,128499.0,,,298856.0,2133464,72310.0
7042,3113891,2470774,83847.0,,2104.0,486324.0,2539197,589515.0
7043,1592118,1357758,,32654.0,,166735.0,433279,598822.0
7046,1674807,1443262,,21632.0,,95359.0,193622,20000.0
7047,3770,2661,,59.0,1.0,181.0,1957,2342.0
7048,1775408,1631123,23899.0,,,,668745,1224.0
7049,1667594,1243050,,80908.0,236737.0,449798.0,868775,384834.0
7050,8062828,4550845,138626.0,,,861158.0,3381722,390930.0
7058,3792395,3057964,,277748.0,161187.0,787410.0,800610,351748.0
7059,7407586,5320538,,357315.0,,588733.0,2162989,78952.0
7060,5915490,3149695,,82726.0,109912.0,487080.0,2646667,9139.0
7061,1773966,891760,,4340310.0,,405878.0,1205327,4520711.0
7062,2535892,1222581,17657.0,,,70597.0,627695,1002842.0
7063,906879,440660,,95318.0,125468.0,310812.0,383049,389935.0
7066,3179680,2196255,,63305.0,31977.0,154651.0,756344,500000.0
7067,2096403,1529072,,51760.0,2434.0,160835.0,809700,461438.0
7068,4581450,2738214,45129.0,,,,2094876,1835337.0
7069,2097269,1415341,,81760.0,35942.0,159527.0,499009,
7071,14057,11096,,12332.0,,1203.0,4170,8687.0
7072,1643069,1312223,10657.0,,,,306109,106300.0
7074,2015838,1640239,,1113711.0,,391795.0,1308181,294641.0
7077,1360134,1169505,,18052.0,2501.0,201402.0,102657,865.0
7078,1966385,1652735,,52795.0,,140844.0,505671,340145.0
7079,1921390,1280271,,62832.0,,150727.0,472658,91357.0
7080,1203171,878619,,131015.0,,167669.0,578419,464022.0
7081,6231589,1558676,,6690872.0,369345.0,1239639.0,7195655,1205595.0
7083,3159893,2375282,,736215.0,,181525.0,851476,1947451.0
7084,3679711,2139759,,9000833.0,,1260373.0,4999671,3654391.0
7086,1298471,,4010153.0,,,,2382671,
7090,2417441,1926154,,103630.0,,79228.0,1013388,1246524.0
7091,3330063,1588687,,4245254.0,54215.0,1257027.0,2638695,5183372.0
7092,11327784,9333467,,6614298.0,1032.0,2918334.0,4853086,8111695.0
7093,945554,560901,46508.0,,,89648.0,404726,70056.0
7094,4845561,4439022,,24676.0,,160160.0,2780206,235071.0
7095,2901252,1666797,15268.0,,,,1249740,50705.0
7102,81761,4888,,28601.0,19957.0,25551.0,33288,58018.0
7105,192552,15000,,98130.0,7152.0,17960.0,148939,159023.0
7148,112736465,32336608,456071.0,,,4411395.0,65431472,24795064.0
7161,1570,1473,23265.0,3.0,,97076.0,62,5.0
7162,5377163,3226094,,5660250.0,735172.0,874987.0,1668549,4180817.0
7164,193936,177649,,234.0,170582.0,201505.0,31558,198841.0
7169,13255,,1690.0,,,,16913,
7172,83499,13100,378.0,,,,47989,7986.0
7173,2117,1583,56362.0,,,197224.0,670,24.0
7175,16200218,,2583418.0,,1058106.0,,9472957,481544.0
7180,2788,1299,111089.0,9318.0,14.0,450497.0,9228,3607.0
7183,5784048,1220778,,23288.0,500.0,220302.0,3317276,13003.0
7185,90717524,13384871,,109797.0,,139868.0,77970804,859928.0
7187,6101616,1103317,,252216.0,640.0,1470427.0,6738269,210408.0
7190,15593389,2081184,,78811.0,305185.0,860232.0,2219141,1527498.0
7191,4677969,3075912,,51470.0,394917.0,575439.0,1551226,59864.0
7196,6827443,3177530,,60554.0,97929.0,2675116.0,6601257,3811.0
7201,10349659,1871794,,4378554.0,1129007.0,1595410.0,6726382,5385860.0
7205,608632,56188,,435087.0,127307.0,160857.0,526210,100412.0
7208,6117077,3021903,,6756452.0,907513.0,1142875.0,2662040,2337027.0
7211,1223940,455716,,410982.0,81895.0,187437.0,867947,463080.0
7212,57673,3708,,70012.0,6995.0,8708.0,59401,22280.0
7214,37238780,7377301,,23615813.0,617653.0,2543993.0,26625009,9391919.0
7217,3567509,1597168,,3180753.0,,445601.0,1228590,1537031.0
7218,15287662,7101050,,16837512.0,2717694.0,4517541.0,10315785,5427367.0
7219,6113201,1909123,,5359048.0,215800.0,520316.0,2432258,1001019.0
7222,210810,391,,45723.0,324.0,3512.0,79306,6569.0
7224,142004,23045,,39312.0,12165.0,28325.0,59756,63464.0
7226,84323,9703,,39934.0,14388.0,16413.0,36742,5411.0
7227,9499022,1869872,,19996708.0,1462051.0,2503412.0,11826260,12532086.0
7228,5199448,1020960,,1854360.0,,217250.0,2734982,674017.0
7229,129463,,54484.0,,,,97454,
7236,53326,14403,,28676.0,2009.0,3563.0,34681,8900.0
7238,70298,30,13.0,46820.0,59.0,13532.0,30560,58674.0
7239,86213,29757,,37212.0,13711.0,26200.0,55243,17080.0
7241,135150,9527,,128765.0,15316.0,25396.0,126235,76742.0
7242,236252,,160308.0,,,,204480,
7244,48482,5617,655.0,46639.0,300.0,16900.0,49809,16001.0
7245,75242,22007,,57931.0,5031.0,9379.0,57452,33185.0
7246,68950,17151,,71800.0,6047.0,11221.0,41709,15295.0
7250,71456,28332,,101983.0,32497.0,39450.0,47874,65148.0
7254,20696950,2827415,,18863590.0,3598936.0,3947182.0,17764130,10562171.0
7255,2532027,1164480,,3823085.0,521693.0,1264595.0,1099311,1723230.0
7256,73558,21319,,60384.0,5615.0,11906.0,63791,34758.0
7259,1644648,,1437669.0,,,,1059755,
7264,14610282,7845484,,8446645.0,2098448.0,3351087.0,8596724,360724.0
7265,4174879,1670853,,2115101.0,,588920.0,1429860,251581.0
7266,54986,20068,,21227.0,5168.0,5452.0,24031,8655.0
7267,7579091,,3021514.0,,,,5715457,
7268,4391000,1176738,,3834683.0,43466.0,460303.0,4155875,794171.0
7269,2158793,1024553,,978916.0,704305.0,896298.0,1688462,315932.0
7272,1019701,272675,343906.0,,,393408.0,493796,482194.0
7273,4210281,1118925,,5409543.0,418111.0,480318.0,3901528,1877625.0
7276,538416,303887,,171615.0,56570.0,69005.0,171928,40796.0
7277,24249,4168,,18837.0,2476.0,5687.0,15766,7093.0
7278,136695,,163963.0,,,,62788,
7280,202744,78748,,100729.0,18120.0,36103.0,137114,129804.0
7283,103078,44845,,64022.0,5525.0,21787.0,53714,48430.0
7287,206020,,69827.0,,,,101114,
7291,40323,10597,,30668.0,2069.0,3037.0,31951,9673.0
7292,51879,32684,,24350.0,4476.0,7190.0,14279,3100.0
7294,63721,29259,,59820.0,6462.0,10978.0,39331,29653.0
7296,99548,,57570.0,,,,33336,
7297,16197,10289,,951.0,1458.0,2113.0,3707,2646.0
7298,69105,,48507.0,,,,44023,
7299,15438666,5377011,,19718792.0,,725063.0,9022997,1209657.0
7305,26599,8409,,11698.0,6519.0,6881.0,13801,5552.0
7309,444499,309401,,134823.0,15083.0,21039.0,58342,6914.0
7313,262909,,69053.0,,,,76313,
7314,4687684,1396037,,432286.0,304271.0,442799.0,1468133,464737.0
7315,51741,13439,,62465.0,7350.0,8594.0,31936,11086.0
7317,5498259,1322697,,778583.0,,118076.0,3111893,490101.0
7320,4607230,3013145,129074.0,,938611.0,6763161.0,1864798,8969962.0
7342,15690290,,,62762.0,,102478.0,8497772,
7343,3304104,2287093,,65531.0,52812.0,289304.0,975441,600.0
7351,2372258,2013448,,139151.0,92204.0,184714.0,434934,384850.0
7352,1107899,525812,10125.0,,,62868.0,519656,133097.0
7356,2162286,1447733,,106342.0,,245787.0,878135,314006.0
7357,1459615,1192070,,39399.0,,180206.0,641154,46142.0
7359,3196108,2570160,77055.0,,,,623466,1770492.0
7360,1015693,996692,7300.0,,,,70182,45192.0
7362,1361125,1090854,,1128609.0,,37898.0,656749,1070691.0
7363,727313,562992,12075.0,,,18208.0,139196,19067.0
7366,4405141,1239105,,2109384.0,1102095.0,2120660.0,3824659,2040309.0
7367,1470982,957618,,92691.0,136636.0,386561.0,1563919,596526.0
7408,76932968,5275305,,12782303.0,580714.0,9829231.0,71373119,13346268.0
7412,7952,5322,,9412.0,291.0,7193.0,7871,6250.0
7413,2345626,1415737,,184814.0,80096.0,333807.0,1086926,730896.0
7416,29579170,11813268,,14834929.0,640076.0,12384689.0,14490502,11817130.0
7417,22088,8167,,9976.0,2222.0,2541.0,13980,1120.0
7419,150797,18513,,45242.0,51333.0,76188.0,124291,71596.0
7420,49597,10079,4163.0,,,4520.0,27231,3695.0
7422,4576292,1809884,,933341.0,652851.0,1352016.0,1392680,575185.0
7425,12138486,4488077,,3630317.0,,1631288.0,8827302,1569997.0
7426,2937006,1470236,,3017471.0,9204.0,78363.0,1370478,1232227.0
7427,28201227,4446681,,1182875.0,642065.0,947207.0,21166919,302012.0
7433,100638,17867,,6411.0,8409.0,9080.0,43894,14509.0
7434,13010719,1550268,,4395548.0,1817240.0,1957482.0,6184546,1028484.0
7435,18147761,5148453,4506703.0,,,,9073956,2470362.0
7438,31569,11317,,11848.0,335.0,963.0,18838,1564.0
7441,12728621,4458192,,16911711.0,2574768.0,4658269.0,11884265,5342507.0
7442,20796782,5359594,,6289673.0,3908443.0,4579800.0,8146127,2177761.0
7446,11790295,1538933,,2480671.0,1465358.0,2446949.0,9833994,967035.0
7447,34883814,24020297,,7539838.0,731244.0,1489381.0,3011924,1074189.0
7455,28595,15664,,4728.0,783.0,6166.0,9996,941.0
7456,76482,8803,,20209.0,4947.0,7058.0,29343,9315.0
7458,86780,68508,,65683.0,4811.0,28098.0,36712,44052.0
7459,1174113,222747,,261588.0,204720.0,234046.0,952835,88165.0
7460,54006767,9634669,4731097.0,,5860214.0,9601478.0,27527345,6239871.0
7461,9049911,3135609,,12918740.0,788433.0,1820657.0,5712238,4162634.0
7462,736694,309455,,1057253.0,3545.0,161804.0,259702,305506.0
7463,21040589,13911023,,31411592.0,1228534.0,4055198.0,4335066,11642310.0
7466,22974513,7353369,,3272919.0,312177.0,1181903.0,7218163,1809338.0
7467,67753,9713,,2750.0,1504.0,2651.0,31095,5194.0
7472,20786807,10173132,,1989001.0,2409670.0,4278877.0,8397993,471267.0
7475,11690706,5914694,,30022470.0,687622.0,5092158.0,13044251,6710068.0
7476,58721975,14346627,,8935932.0,20155341.0,25048846.0,25596343,5867027.0
7480,21384689,5907920,,3595483.0,498848.0,1395392.0,8672355,1373194.0
7481,14825462,2927736,,7694766.0,1321430.0,4069739.0,12535807,4377262.0
7485,290935,15794,,44308.0,133856.0,159687.0,198217,56962.0
7487,11912966,6394488,,5097720.0,4576255.0,5022220.0,4178254,2330999.0
7488,11781898,7344596,,1711903.0,1688400.0,1977533.0,2396344,1203608.0
7490,13290115,4484281,,12290387.0,4268481.0,6878025.0,5108951,8237717.0
7494,30372,5840,,16914.0,9288.0,19283.0,20766,18536.0
7500,22537779,8470950,,233518.0,2954044.0,3547383.0,13559724,53419.0
7501,3741431,1617817,,1164719.0,,,760279,252378.0
7502,7197737,1698542,,3215390.0,95389.0,1651153.0,5327252,4107070.0
7504,30877770,11427742,,16363235.0,1738742.0,2786883.0,18753561,1588956.0
7506,5362783,3081066,,1826430.0,652902.0,1804523.0,2145010,1662302.0
7508,27650,16259,,14977.0,581.0,7941.0,24101,6027.0
7509,11740645,1329782,,12666436.0,98740.0,5410801.0,10413332,7492947.0
7510,37674,8767,,3322.0,6270.0,7830.0,17780,1606.0
7512,35033,6302,,87504.0,350.0,19898.0,66099,16291.0
7513,72615,15601,,18843.0,,21890.0,37336,20469.0
7515,4641569,2957580,,11408934.0,262072.0,1701155.0,7429689,8127595.0
7519,470577,67823,24936.0,,,168891.0,283867,254035.0
7520,19789,10620,,17558.0,1013.0,8740.0,20179,10766.0
7521,30568,18481,,3552.0,1271.0,6791.0,12310,1969.0
7522,27405,20398,,9443.0,147.0,6732.0,17252,24271.0
7523,23026821,3544421,,1495993.0,1579724.0,3247924.0,12375066,2053454.0
7524,3491535,2337859,,631228.0,12171.0,404968.0,3050217,512979.0
7525,23389662,7689760,,2975490.0,2700195.0,3676767.0,10910745,1394613.0
7527,4017605,2306844,,49039.0,,,946749,577733.0
7531,18311796,723863,,7321976.0,,1917227.0,12074626,1430039.0
7532,520565,202487,,623635.0,23319.0,142741.0,311559,586294.0
7533,9342713,2133222,,3200542.0,501926.0,735323.0,5124618,429512.0
7537,114804,26874,,4221.0,2518.0,7055.0,76165,5801.0
7538,14559,3575,,2717.0,2457.0,2810.0,9329,3162.0
7539,27616828,11543362,,5586461.0,1535890.0,3390963.0,13750599,1345616.0
7544,4070,3756,,574.0,39.0,426.0,477,50.0
7545,87809,55655,,11007.0,7958.0,17409.0,46321,3478.0
7550,109026,37643,,162997.0,2668.0,65701.0,129545,181046.0
7551,12464028,5050338,,7376358.0,443417.0,1531095.0,4193036,2674612.0
7552,66003,21772,,1091.0,8681.0,13491.0,37323,4660.0
7554,4627579,2905317,,8021949.0,158295.0,4395860.0,8356423,5677701.0
7555,3897632,1595601,,3289696.0,704228.0,1614205.0,2145795,2201535.0
7559,12195080,8106541,,4433679.0,1337712.0,1910949.0,1801054,550629.0
7561,13163,5157,,15342.0,2174.0,8041.0,7826,8590.0
7562,8458179,5322001,,10336379.0,147767.0,4153150.0,10103513,8992539.0
7565,15263789,6968539,,1924866.0,852863.0,916692.0,6046573,633159.0
7567,3115741,1182749,,1623934.0,486210.0,495212.0,2104277,169444.0
7571,9396840,5474122,,445145.0,181914.0,1126053.0,7809827,2170983.0
7578,2348627,1683848,,2683323.0,,4582799.0,2179261,3632766.0
7581,53651,39917,,49851.0,259.0,16845.0,25772,15078.0
7585,880530,785875,,496356.0,,543063.0,395884,425246.0
7590,12187525,3942313,,5556327.0,260149.0,1533137.0,8823985,1350609.0
7593,73247,,62833.0,,,,85577,
7595,37683010,22149490,,208033.0,13233331.0,14054518.0,11926188,4129836.0
7596,9576112,6127830,,1551884.0,6216934.0,8015398.0,3123101,250285.0
7597,4534863,724360,,1969777.0,103569.0,153001.0,2390187,1130047.0
7599,126605,43179,,21697.0,139.0,14506.0,47534,84672.0
7600,16312699,2466331,,7450002.0,,1176069.0,2834293,3645692.0
7601,3903529,2544141,,1834758.0,499675.0,1723684.0,3905326,3530580.0
7602,5745211,2827632,,905540.0,56527.0,536258.0,1696607,180370.0
7603,9629,5039,,1046.0,,2694.0,4583,2672.0
7606,39745,6604,,6820.0,,15254.0,29564,4210.0
7607,43945547,18076628,,6601837.0,2011744.0,2354048.0,21692938,963979.0
7608,3725595,2613178,,22746.0,82522.0,280998.0,465867,44133.0
7610,5694611,2043774,,704171.0,224863.0,1479041.0,2533014,2134136.0
7611,9959603,7848916,,8393936.0,72482.0,7194006.0,2668178,1141812.0
7613,107801,18099,,33117.0,2272.0,5981.0,61110,27070.0
7614,12098716,9073271,,1937961.0,2268251.0,3650316.0,3461353,517089.0
7615,9407256,4280960,,148827.0,40095.0,2571109.0,6599422,277675.0
7619,12746683,1947317,,10343021.0,,1130423.0,9871448,2118740.0
7621,1686242,413575,,6800807.0,94750.0,1682845.0,5804736,1573086.0
7623,3108632,904485,,6563600.0,31514.0,867435.0,4907170,2980593.0
7624,13391,188,,170.0,350.0,2008.0,4428,145.0
7625,1623542,1156395,,4022755.0,,1083694.0,2289112,2224019.0
7628,33788740,21361928,,5730362.0,1700377.0,2404609.0,9622359,843437.0
7634,11121908,8412714,,5811703.0,947067.0,2045905.0,4127859,1399081.0
7635,23530,3826,,5160.0,935.0,1889.0,17764,2781.0
7636,9706,3132,,7823.0,,1752.0,3526,772.0
7637,24851147,5924026,,6370426.0,907682.0,1491708.0,15189677,55889.0
7638,11897094,3133148,,4707518.0,,1764456.0,7954227,1947658.0
7640,11186756,2457747,,6036056.0,,3100804.0,9078711,7519214.0
7643,7565661,5726937,,10536090.0,,1852437.0,5163362,1612353.0
7646,16383,6773,,19859.0,,,9858,16139.0
7647,5320723,3239606,,4098279.0,28865.0,1319396.0,3853412,4265771.0
7649,213871,86845,,82209.0,6032.0,44527.0,128391,16912.0
7670,27030,6067,,3598.0,12591.0,13610.0,19385,4978.0
7671,1992331,1544429,,328414.0,,,451543,76480.0
7673,13089079,6308019,,1679510.0,35861.0,773624.0,8396082,643369.0
7674,1513728,1272037,,1307467.0,,592832.0,1122211,742514.0
7675,64768,10787,,8585.0,8192.0,11174.0,54029,2887.0
7677,20423522,9148962,,59974.0,1745882.0,2985111.0,13583950,1105183.0
7678,2515209,1825347,,879514.0,,569898.0,1293591,482322.0
7679,29620,9137,,25535.0,135.0,5148.0,20885,14726.0
7682,2070385,729722,,1799996.0,35893.0,718514.0,1072483,1956471.0
7683,6336230,2714107,,1222980.0,129030.0,1343886.0,1139330,523867.0
7686,13733,2525,,6732.0,511.0,4171.0,18535,5246.0
7688,3906484,755619,,4420732.0,,1374541.0,4866230,2227181.0
7689,3340057,1617756,,29005.0,,27274.0,606987,22369.0
7692,1437684,712770,3655.0,,,185347.0,650761,75958.0
7694,4089002,2828842,,58607.0,,209132.0,1711151,693312.0
7695,1376368,947726,,24426.0,19714.0,84972.0,627052,105091.0
