code,市場,銘柄名,現在値
3280,東証1部,エストラスト,676
3284,東証1部,フージャースホールディングス,727
3286,マザーズ,トラストホールディングス,372
3288,東証1部,オープンハウス,4660
3289,東証1部,東急不動産ホールディングス,637
3291,東証1部,飯田グループホールディングス,2925
3293,東証JQS,アズマハウス,1499
3294,東証1部,イーグランド,986
3297,東証JQS,東武住販,1210
3299,東証1部,ムゲンエステート,494
3300,マザーズ,ＡＭＢＩＴＩＯＮ,728
3302,東証1部,帝国繊維,2069
3306,東証2部,日本製麻,353
3315,東証1部,日本コークス工業,110
3316,東証JQS,東京日産コンピュータシステム,600
3317,東証JQS,フライングガーデン,1636
3319,東証1部,ゴルフダイジェスト・オンライン,1336
3320,東証2部,クロスプラス,1014
3321,東証1部,ミタチ産業,656
3322,東証JQS,アルファグループ,701
3323,東証JQS,レカム,100
3326,東証JQS,ランシステム,419
3328,東証1部,ＢＥＥＮＯＳ,3275
3329,東証JQS,東和フードサービス,1366
3333,東証1部,あさひ,1448
3341,東証1部,日本調剤,1779
3346,名古屋セ,２１ＬＡＤＹ,100
3347,東証2部,トラスト,184
3349,東証1部,コスモス薬品,15380
3350,東証JQS,レッド・プラネット・ジャパン,54
3352,東証JQS,バッファロー,1151
3353,東証JQS,メディカル一光グループ,2731
3355,東証2部,クリヤマホールディングス,717
3356,東証JQS,テリロジー,504
3358,東証JQS,ワイエスフード,300
3359,マザーズ,ｃｏｔｔａ,679
3360,東証1部,シップヘルスケアホールディングス,2664
3361,東証1部,トーエル,789
3370,東証JQS,フジタコーポレーション,355
3371,東証1部,ソフトクリエイトホールディングス,2265
3372,東証2部,関門海,305
3374,東証JQS,内外テック,2804
3375,東証JQS,ＺＯＡ,1195
3376,東証1部,オンリー,447
3377,東証2部,バイク王＆カンパニー,643
3382,東証1部,セブン＆アイ・ホールディングス,4906
3384,名古屋セ,アークコア,465
3386,東証JQS,コスモ・バイオ,1210
3387,東証1部,クリエイト・レストランツ・ホールディングス,809
3388,東証1部,明治電機工業,1408
3390,東証JQS,ＩＮＥＳＴ,83
3391,東証1部,ツルハホールディングス,12970
3392,東証1部,デリカフーズホールディングス,627
3393,東証1部,スターティアホールディングス,1075
3395,東証1部,サンマルクホールディングス,1636
3396,東証1部,フェリシモ,1368
3397,東証1部,トリドールホールディングス,1663
3399,東証JQS,丸千代山岡家,1904
3401,東証1部,帝人,1791
3402,東証1部,東レ,678.8
3405,東証1部,クラレ,1149
3407,東証1部,旭化成,1234.5
3408,東証1部,サカイオーベックス,2879
3409,東証2部,北日本紡績,194
3415,東証1部,ＴＯＫＹＯ　ＢＡＳＥ,722
3416,マザーズ,ピクスタ,1055
3417,東証JQS,大木ヘルスケアホールディングス,1166
3418,マザーズ,バルニバービ,1012
3419,名古屋セ,アートグリーン,1350
3420,東証2部,ケー・エフ・シー,1795
3421,東証1部,稲葉製作所,1462
3422,東証2部,丸順,1027
3423,東証JQS,エスイー,289
3426,東証JQS,アトムリビンテック,1495
3431,東証1部,宮地エンジニアリンググループ,2187
3433,東証1部,トーカロ,1402
3434,東証1部,アルファ,1188
3435,東証2部,サンコーテクノ,930
3436,東証1部,ＳＵＭＣＯ,2459
3437,東証JQS,特殊電極,2149
3439,東証JQS,三ツ知,2350
3440,東証2部,日創プロニティ,755
3441,東証JQS,山王,1229
3442,名証2部,ＭＩＥコーポレーション,761
3443,東証1部,川田テクノロジーズ,3870
3444,東証JQS,菊池製作所,803
3445,東証1部,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,5450
3446,東証1部,ジェイテックコーポレーション,2709
3447,東証1部,信和,778
3449,東証2部,テクノフレックス,1004
3452,東証1部,ビーロット,660
3454,東証1部,ファーストブラザーズ,993
3457,東証1部,ハウスドゥ,1015
3458,東証1部,シーアールイー,1394
3461,マザーズ,パルマ,690
3464,東証1部,プロパティエージェント,2429
3465,東証1部,ケイアイスター不動産,4780
3467,東証1部,アグレ都市デザイン,1009
3469,東証2部,デュアルタップ,626
3474,マザーズ,Ｇ－ＦＡＣＴＯＲＹ,470
3475,東証1部,グッドコムアセット,1366
3477,マザーズ,フォーライフ,1285
3479,マザーズ,ティーケーピー,2256
3480,東証1部,ジェイ・エス・ビー,3580
3482,マザーズ,ロードスターキャピタル,1074
3484,東証1部,テンポイノベーション,885
3486,東証1部,グローバル・リンク・マネジメント,864
3489,東証1部,フェイスネットワーク,1323
3490,東証JQS,アズ企画設計,1241
3491,マザーズ,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1764
3494,東証JQS,マリオン,1238
3495,東証JQS,香陵住販,2010
3496,マザーズ,アズーム,5240
3497,マザーズ,ＬｅＴｅｃｈ,1188
3498,マザーズ,霞ヶ関キャピタル,4600
3501,東証1部,住江織物,2000
3504,名証2部,丸八ホールディングス,799
3512,東証1部,日本フエルト,438
3513,東証1部,イチカワ,1397
3515,東証JQS,フジコー,2926
3521,東証1部,エコナックホールディングス,91
3524,東証1部,日東製網,1533
3526,東証1部,芦森工業,1039
3528,東証2部,プロスペクト,32
3529,東証1部,アツギ,634
3536,東証JQS,アクサスホールディングス,136
3537,東証JQS,昭栄薬品,997
3538,東証1部,ウイルプラスホールディングス,1251
3539,東証1部,ＪＭホールディングス,2106
3540,東証JQS,歯愛メディカル,6680
3541,マザーズ,農業総合研究所,531
3542,マザーズ,ベガコーポレーション,1425
3543,東証1部,コメダホールディングス,2034
3544,東証1部,サツドラホールディングス,2197
3546,東証1部,アレンザホールディングス,1231
3547,東証1部,串カツ田中ホールディングス,1716
3548,東証1部,バロックジャパンリミテッド,764
3549,東証1部,クスリのアオキホールディングス,7790
3550,マザーズ,スタジオアタオ,462
3551,東証1部,ダイニック,803
3553,東証1部,共和レザー,705
3556,マザーズ,リネットジャパングループ,857
3557,マザーズ,ユナイテッド＆コレクティブ,1022
3558,マザーズ,ロコンド,1600
3559,東証1部,ピーバンドットコム,852
3560,東証JQS,ほぼ日,4020
3561,東証1部,力の源ホールディングス,615
3562,東証JQS,Ｎｏ．１,1281
3563,東証1部,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,4745
3565,東証1部,アセンテック,1295
3566,マザーズ,ユニフォームネクスト,1887
3569,東証1部,セーレン,1990
3571,東証1部,ソトー,800
3577,東証1部,東海染工,1124
3578,東証2部,倉庫精練,410
3580,東証1部,小松マテーレ,918
3583,東証2部,オーベクス,660
3591,東証1部,ワコールホールディングス,2521
3593,東証1部,ホギメディカル,3335
3597,東証2部,自重堂,7020
3598,東証2部,山喜,167
3600,東証2部,フジックス,1694
3604,東証2部,川本産業,1158
3607,東証1部,クラウディアホールディングス,288
3608,東証1部,ＴＳＩホールディングス,315
3611,東証1部,マツオカコーポレーション,1942
3612,東証1部,ワールド,1506
3622,マザーズ,ネットイヤーグループ,684
3623,マザーズ,ビリングシステム,1115
3624,マザーズ,アクセルマーク,496
3625,東証JQG,テックファームホールディングス,670
3626,東証1部,ＴＩＳ,2585
3627,東証1部,ＪＮＳホールディングス,530
3628,マザーズ,データホライゾン,4425
3630,東証1部,電算システム,3115
3632,東証1部,グリー,566
3633,東証1部,ＧＭＯペパボ,5280
3634,東証2部,ソケッツ,820
3635,東証1部,コーエーテクモホールディングス,4715
3636,東証1部,三菱総合研究所,4145
3639,東証1部,ボルテージ,514
3640,東証1部,電算,2345
3641,東証JQS,パピレス,1622
3645,マザーズ,メディカルネット,1331
3646,マザーズ,駅探,479
3647,東証2部,ジー・スリーホールディングス,476
3648,東証1部,ＡＧＳ,822
3649,東証1部,ファインデックス,1108
3652,マザーズ,ディジタルメディアプロフェッショナル,2070
3653,マザーズ,モルフォ,1312
3655,東証1部,ブレインパッド,5460
3656,東証1部,ＫＬａｂ,723
3657,東証1部,ポールトゥウィン・ピットクルーホールディングス,1062
3658,東証1部,イーブックイニシアティブジャパン,2481
3659,東証1部,ネクソン,2707
3660,東証1部,アイスタイル,508
3661,東証1部,エムアップホールディングス,2464
3662,東証1部,エイチーム,1652
3663,東証2部,アートスパークホールディングス,3050
3664,マザーズ,モブキャストホールディングス,128
3665,東証1部,エニグモ,1263
3666,東証1部,テクノスジャパン,606
3667,東証1部,ｅｎｉｓｈ,506
3668,東証1部,コロプラ,783
3670,東証JQS,協立情報通信,1663
3671,マザーズ,ソフトマックス,1212
3672,東証1部,オルトプラス,462
3673,東証1部,ブロードリーフ,535
3674,マザーズ,オークファン,1316
3675,東証1部,クロス・マーケティンググループ,630
3676,東証1部,デジタルハーツホールディングス,1461
3677,東証1部,システム情報,938
3678,東証1部,メディアドゥ,5130
3679,東証1部,じげん,400
3680,マザーズ,ホットリンク,739
3681,東証1部,ブイキューブ,2708
3682,東証1部,エンカレッジ・テクノロジ,634
3683,東証1部,サイバーリンクス,1579
3686,東証1部,ディー・エル・イー,296
3687,東証1部,フィックスターズ,886
3688,東証1部,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,1608
3689,マザーズ,イグニス,2990
3690,マザーズ,イルグルム,1202
3691,マザーズ,リアルワールド,537
3692,マザーズ,ＦＦＲＩセキュリティ,2110
3694,東証1部,オプティム,2444
3695,マザーズ,ＧＭＯリサーチ,1893
3696,東証1部,セレス,3685
3697,東証1部,ＳＨＩＦＴ,14040
3698,マザーズ,ＣＲＩ・ミドルウェア,1627
3708,東証1部,特種東海製紙,4690
3710,東証JQS,ジョルダン,822
3712,東証2部,情報企画,2875
3719,東証JQS,ジェクシード,212
3723,マザーズ,日本ファルコム,1500
3726,東証2部,フォーシーズホールディングス,472
3727,マザーズ,アプリックス,211
3733,東証JQS,ソフトウェア・サービス,10440
3738,東証1部,ティーガイア,1948
3739,名古屋セ,コムシード,232
3741,東証1部,セック,2678
3744,東証2部,サイオス,659
3747,東証2部,インタートレード,514
3750,東証2部,ＦＲＡＣＴＡＬＥ,1404
3751,東証1部,日本アジアグループ,957
3753,東証2部,フライトホールディングス,545
3758,東証JQS,アエリア,562
3760,東証JQS,ケイブ,1016
3762,東証1部,テクマトリックス,1848
3763,東証1部,プロシップ,1358
3765,東証1部,ガンホー・オンライン・エンターテイメント,2023
3766,東証JQS,システムズ・デザイン,647
3768,東証2部,リスクモンスター,1020
3769,東証1部,ＧＭＯペイメントゲートウェイ,12760
3770,東証1部,ザッパラス,518
3771,東証1部,システムリサーチ,2155
3772,東証2部,ウェルス・マネジメント,1416
3773,マザーズ,アドバンスト・メディア,797
3774,東証1部,インターネットイニシアティブ,2617
3775,名古屋セ,ガイアックス,697
3776,東証JQS,ブロードバンドタワー,244
3777,東証JQG,ＦＨＴホールディングス,17
3778,東証1部,さくらインターネット,618
3779,東証JQS,ジェイ・エスコム　ホールディングス,107
3782,マザーズ,ディー・ディー・エス,199
3784,東証1部,ヴィンクス,921
3787,東証2部,テクノマセマティカル,746
3788,東証1部,ＧＭＯグローバルサイン・ホールディングス,5040
3791,東証JQS,ＩＧポート,1677
3793,マザーズ,ドリコム,648
3796,東証2部,いい生活,476
3798,東証JQS,ＵＬＳグループ,3230
3799,東証2部,キーウェアソリューションズ,781
3800,東証JQS,ユニリタ,1900
3802,東証JQS,エコミック,547
3803,東証JQG,イメージ情報開発,545
3804,東証JQS,システム　ディ,1479
3807,東証JQG,フィスコ,193
3808,名古屋セ,オウケイウェイヴ,274
3810,東証2部,サイバーステップ,685
3814,東証JQG,アルファクス・フード・システム,754
3815,マザーズ,メディア工房,328
3816,東証JQS,大和コンピューター,1120
3817,東証1部,ＳＲＡホールディングス,2574
3823,東証2部,アクロディア,176
3824,福岡Q,メディアファイブ,683
3825,東証2部,リミックスポイント,180
3826,東証1部,システムインテグレータ,626
3830,名古屋セ,ギガプライズ,1375
3834,東証1部,朝日ネット,703
3835,東証1部,ｅＢＡＳＥ,933
3836,東証1部,アバント,1406
3837,東証1部,アドソル日進,2432
3839,東証1部,ＯＤＫソリューションズ,869
3840,東証2部,パス,97
3841,東証JQS,ジーダット,1236
3842,東証JQG,ネクストジェン,1206
3843,東証1部,フリービット,888
3844,東証1部,コムチュア,2365
3845,東証JQS,アイフリークモバイル,154
3847,東証JQS,パシフィックシステム,3320
3848,東証JQS,データ・アプリケーション,1668
3849,札幌ア,日本テクノ・ラボ,1100
3850,東証2部,ＮＴＴデータイントラマート,2784
3851,東証JQS,日本一ソフトウェア,1082
3852,東証1部,サイバーコム,1501
3853,東証1部,アステリア,789
3854,東証1部,アイル,1524
3856,東証2部,Ａｂａｌａｎｃｅ,5000
3857,東証JQS,ラック,996
3858,東証JQS,ユビキタスＡＩコーポレーション,571
3861,東証1部,王子ホールディングス,692
3863,東証1部,日本製紙,1418
3864,東証1部,三菱製紙,368
3865,東証1部,北越コーポレーション,633
3877,東証1部,中越パルプ工業,1293
3878,東証1部,巴川製紙所,800
3880,東証1部,大王製紙,1893
3891,東証JQS,ニッポン高度紙工業,3120
3892,東証JQS,岡山製紙,978
3895,東証JQS,ハビックス,554
3896,東証1部,阿波製紙,423
3900,マザーズ,クラウドワークス,1478
3901,東証1部,マークラインズ,2908
3902,東証1部,メディカル・データ・ビジョン,1943
3903,東証1部,ｇｕｍｉ,1210
3904,マザーズ,カヤック,841
3905,マザーズ,データセクション,437
3906,マザーズ,ＡＬＢＥＲＴ,4890
3907,マザーズ,シリコンスタジオ,1114
3908,マザーズ,コラボス,534
3909,東証1部,ショーケース,728
3910,東証JQS,エムケイシステム,660
3911,マザーズ,Ａｉｍｉｎｇ,364
3912,東証1部,モバイルファクトリー,1355
3913,マザーズ,ｓＭｅｄｉｏ,1130
3914,マザーズ,ＪＩＧ－ＳＡＷ,8570
3915,東証1部,テラスカイ,2561
3916,東証1部,デジタル・インフォメーション・テクノロジー,1966
3917,マザーズ,アイリッジ,740
3918,東証1部,ＰＣＩホールディングス,1412
3919,東証1部,パイプドＨＤ,1539
3920,東証1部,アイビーシー,980
3921,東証1部,ネオジャパン,1691
3922,東証1部,ＰＲ　ＴＩＭＥＳ,3025
3923,東証1部,ラクス,2038
3924,東証1部,ランドコンピュータ,1047
3925,東証1部,ダブルスタンダード,4440
3926,東証1部,オープンドア,2203
3927,マザーズ,フーバーブレイン,762
3928,東証1部,マイネット,838
3929,マザーズ,ソーシャルワイヤー,649
3930,マザーズ,はてな,1407
3931,マザーズ,バリューゴルフ,1800
3932,東証1部,アカツキ,3645
3933,東証JQS,チエル,1309
3934,東証1部,ベネフィットジャパン,1893
3935,マザーズ,エディア,423
3936,マザーズ,グローバルウェイ,1234
3937,東証1部,Ｕｂｉｃｏｍホールディングス,2954
3939,東証1部,カナミックネットワーク,625
3940,東証1部,ノムラシステムコーポレーション,297
3941,東証1部,レンゴー,954
3943,福証,大石産業,1817
3944,東証2部,古林紙工,2500
3945,東証2部,スーパーバッグ,1184
3946,東証1部,トーモク,1950
3947,東証2部,ダイナパック,1503
3948,東証JQS,光ビジネスフォーム,479
3950,東証1部,ザ・パック,2793
3951,東証2部,朝日印刷,937
3952,名証2部,中央紙器工業,1130
3953,東証JQS,大村紙業,627
3954,東証JQS,昭和パックス,1751
3955,東証2部,イムラ封筒,1028
3956,東証JQS,国際チャート,306
3960,マザーズ,バリューデザイン,4215
3961,マザーズ,シルバーエッグ・テクノロジー,1324
3962,東証1部,チェンジ,3010
3963,東証1部,シンクロ・フード,371
3964,東証1部,オークネット,1399
3965,東証1部,キャピタル・アセット・プランニング,1176
3966,マザーズ,ユーザベース,2380
3967,マザーズ,エルテス,1203
3968,東証1部,セグエグループ,1214
3969,東証1部,エイトレッド,2367
3970,マザーズ,イノベーション,3185
3974,東証JQS,ティビィシィ・スキヤツト,445
3975,東証1部,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,860
3976,マザーズ,シャノン,1221
3977,札幌ア,フュージョン,980
3978,東証1部,マクロミル,863
3979,マザーズ,うるる,3285
3981,東証1部,ビーグリー,1359
3983,東証1部,オロ,3425
3984,東証1部,ユーザーローカル,4255
3985,東証1部,テモナ,940
3986,マザーズ,ビーブレイクシステムズ,1318
3987,マザーズ,エコモット,893
3988,東証JQS,ＳＹＳホールディングス,1271
3989,マザーズ,シェアリングテクノロジー,219
3990,マザーズ,ＵＵＵＭ,1470
3991,マザーズ,ウォンテッドリー,3175
3992,東証1部,ニーズウェル,619
3993,マザーズ,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,2509
3994,マザーズ,マネーフォワード,4895
3995,マザーズ,ＳＫＩＹＡＫＩ,424
3996,東証1部,サインポスト,842
3997,東証JQS,トレードワークス,896
3998,マザーズ,すららネット,3050
3999,マザーズ,ナレッジスイート,830
4004,東証1部,昭和電工,3700
4005,東証1部,住友化学,594
4008,東証1部,住友精化,3645
4011,マザーズ,ヘッドウォータース,10630
4012,マザーズ,アクシス,3830
4013,マザーズ,勤次郎,2320
4014,マザーズ,カラダノート,1309
4015,マザーズ,アララ,1524
4016,東証JQS,ＭＩＴホールディングス,1364
4017,マザーズ,クリーマ,3170
4019,マザーズ,スタメン,1034
4020,マザーズ,ビートレンド,3030
4021,東証1部,日産化学,5830
4022,東証1部,ラサ工業,1897
4023,東証1部,クレハ,6790
4025,東証1部,多木化学,6000
4026,東証2部,神島化学工業,1494
4027,東証1部,テイカ,1264
4028,東証1部,石原産業,1006
4031,東証1部,片倉コープアグリ,1235
4041,東証1部,日本曹達,3530
4042,東証1部,東ソー,2090
4043,東証1部,トクヤマ,2332
4044,東証1部,セントラル硝子,2219
4045,東証1部,東亞合成,1198
4046,東証1部,大阪ソーダ,2479
4047,東証1部,関東電化工業,915
4051,マザーズ,ＧＭＯフィナンシャルゲート,17160
4052,マザーズ,フィーチャ,1211
4053,マザーズ,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,2135
4054,マザーズ,日本情報クリエイト,2011
4055,マザーズ,ティアンドエス,3775
4056,マザーズ,ニューラルポケット,4395
4057,マザーズ,インターファクトリー,2132
4058,マザーズ,トヨクモ,1870
4059,東証JQS,まぐまぐ,1185
4060,マザーズ,ｒａｋｕｍｏ,1678
4061,東証1部,デンカ,4255
4062,東証1部,イビデン,4525
4063,東証1部,信越化学工業,18365
4064,東証1部,日本カーバイド工業,1335
4078,東証1部,堺化学工業,1858
4080,東証JQS,田中化学研究所,1010
4082,東証1部,第一稀元素化学工業,1532
4088,東証1部,エア・ウォーター,1857
4091,東証1部,日本酸素ホールディングス,2244
4092,東証1部,日本化学工業,2753
4093,東証1部,東邦アセチレン,1252
4094,東証2部,日本化学産業,1248
4095,東証1部,日本パーカライジング,1138
4097,東証1部,高圧ガス工業,664
4098,東証1部,チタン工業,1921
4099,東証1部,四国化成工業,1221
4100,東証1部,戸田工業,2281
4102,東証2部,丸尾カルシウム,1456
4107,東証2部,伊勢化学工業,3295
4109,東証1部,ステラ　ケミファ,2977
4112,東証1部,保土谷化学工業,3880
4113,東証2部,田岡化学工業,10620
4114,東証1部,日本触媒,5660
4115,東証2部,本州化学工業,1827
4116,東証1部,大日精化工業,2401
4118,東証1部,カネカ,4680
4119,東証2部,日本ピグメント,2127
4120,東証2部,スガイ化学工業,1512
4124,東証JQS,大阪油化工業,1790
4151,東証1部,協和キリン,3425
4165,マザーズ,プレイド,3200
4166,マザーズ,かっこ,3195
4167,マザーズ,ココペリ,5200
4168,マザーズ,ヤプリ,3670
4169,マザーズ,ＥＮＥＣＨＡＮＧＥ,2134
4170,マザーズ,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,1554
4171,東証JQS,グローバルインフォメーション,1614
4172,東証JQS,東和ハイシステム,2957
4173,マザーズ,ＷＡＣＵＬ,2330
4174,東証JQS,アピリッツ,3265
4175,マザーズ,ｃｏｌｙ,4480
4176,マザーズ,ココナラ,1642
4177,マザーズ,ｉ－ｐｌｕｇ,3845
4178,マザーズ,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,2668
4179,マザーズ,ジーネクスト,1511
4180,マザーズ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1391
4182,東証1部,三菱ガス化学,2522
4183,東証1部,三井化学,3620
4185,東証1部,ＪＳＲ,3280
4186,東証1部,東京応化工業,6840
4187,東証1部,大阪有機化学工業,3810
4188,東証1部,三菱ケミカルホールディングス,856.5
4189,東証1部,ＫＨネオケム,2910
4192,マザーズ,スパイダープラス,1640
4193,東証JQS,ファブリカコミュニケーションズ,6150
4194,マザーズ,ビジョナル,6170
4196,東証JQS,ネオマーケティング,3000
4202,東証1部,ダイセル,870
4203,東証1部,住友ベークライト,4260
4204,東証1部,積水化学工業,1935
4205,東証1部,日本ゼオン,1684
4206,東証1部,アイカ工業,4070
4208,東証1部,宇部興産,2434
4212,東証1部,積水樹脂,2105
4215,東証1部,タキロンシーアイ,625
4216,東証1部,旭有機材,1347
4218,東証1部,ニチバン,1714
4220,東証1部,リケンテクノス,545
4221,東証1部,大倉工業,2298
4222,東証2部,児玉化学工業,482
4224,東証2部,ロンシール工業,1518
4228,東証1部,積水化成品工業,582
4229,東証1部,群栄化学工業,2527
4231,東証1部,タイガースポリマー,457
4234,東証JQS,サンエー化研,542
4235,東証JQS,ウルトラファブリックス・ホールディングス,1358
4237,東証JQS,フジプレアム,342
4238,東証1部,ミライアル,1323
4240,東証JQG,クラスターテクノロジー,389
4241,東証JQS,アテクト,930
4242,東証JQS,タカギセイコー,1920
4243,東証JQS,ニックス,827
4245,東証1部,ダイキアクシス,856
4246,東証1部,ダイキョーニシカワ,768
4247,名証2部,ポバール興業,1350
4248,東証1部,竹本容器,987
4249,東証1部,森六ホールディングス,2185
4251,東証1部,恵和,2292
4272,東証1部,日本化薬,1024
4274,東証JQS,細谷火工,1169
4275,東証1部,カーリットホールディングス,709
4282,東証1部,ＥＰＳホールディングス,1325
4284,東証1部,ソルクシーズ,951
4286,東証1部,レッグス,2509
4287,東証JQS,ジャストプランニング,382
4288,東証JQS,アズジェント,1026
4290,東証1部,プレステージ・インターナショナル,710
4293,東証JQS,セプテーニ・ホールディングス,465
4295,東証1部,フェイス,860
4298,東証1部,プロトコーポレーション,1198
4299,東証1部,ハイマックス,1017
4301,東証1部,アミューズ,2178
4304,東証JQS,Ｅストアー,1864
4307,東証1部,野村総合研究所,3220
4308,マザーズ,Ｊストリーム,4090
4310,東証1部,ドリームインキュベータ,1020
4312,東証1部,サイバネットシステム,820
4316,東証JQG,ビーマップ,610
4317,東証JQS,レイ,314
4318,東証1部,クイック,1276
4319,東証1部,ＴＡＣ,241
4320,東証1部,ＣＥホールディングス,526
4323,東証1部,日本システム技術,1519
4324,東証1部,電通グループ,3580
4326,東証1部,インテージホールディングス,1439
4327,東証JQS,日本エス・エイチ・エル,2972
4331,東証1部,テイクアンドギヴ・ニーズ,827
4333,東証1部,東邦システムサイエンス,932
4334,東証JQS,ユークス,353
4335,東証JQS,アイ・ピー・エス,977
4336,東証JQS,クリエアナブキ,574
4337,東証1部,ぴあ,3125
4341,東証2部,西菱電機,880
4342,東証2部,セコム上信越,3890
4343,東証1部,イオンファンタジー,2026
4344,東証1部,ソースネクスト,302
4345,東証1部,シーティーエス,883
4346,東証1部,ネクシィーズグループ,863
4347,東証JQS,ブロードメディア,84
4348,東証1部,インフォコム,2748
4349,名証2部,テスク,3505
4350,東証1部,メディカルシステムネットワーク,705
4351,東証JQS,山田債権回収管理総合事務所,765
4355,東証JQS,ロングライフホールディング,341
4356,東証JQS,応用技術,2745
4361,東証2部,川口化学工業,1090
4362,東証1部,日本精化,1360
4364,東証2部,マナック,845
4365,東証JQS,松本油脂製薬,10350
4366,東証2部,ダイトーケミックス,873
4367,東証2部,広栄化学,2761
4368,東証1部,扶桑化学工業,3880
4369,東証1部,トリケミカル研究所,3355
4380,マザーズ,Ｍマート,998
4381,マザーズ,ビープラッツ,2416
4382,東証1部,ＨＥＲＯＺ,2528
4384,東証1部,ラクスル,4690
4385,マザーズ,メルカリ,4860
4386,東証2部,ＳＩＧ,677
4387,マザーズ,ＺＵＵ,1861
4388,マザーズ,エーアイ,1700
4389,マザーズ,プロパティデータバンク,1699
4390,東証1部,アイ・ピー・エス,2638
4391,マザーズ,ロジザード,1970
4392,東証1部,ＦＩＧ,286
4393,マザーズ,バンク・オブ・イノベーション,2212
4394,マザーズ,エクスモーション,1406
4395,マザーズ,アクリート,1317
4396,東証1部,システムサポート,1374
4397,マザーズ,チームスピリット,1110
4398,東証JQS,ブロードバンドセキュリティ,1760
4399,マザーズ,くふうカンパニー,750
4401,東証1部,ＡＤＥＫＡ,1938
4403,東証1部,日油,5470
4404,東証1部,ミヨシ油脂,1236
4406,東証1部,新日本理化,270
4409,東証2部,東邦化学工業,495
4410,東証1部,ハリマ化成グループ,923
4420,東証1部,イーソル,1195
4421,東証JQS,ディ・アイ・システム,923
4422,マザーズ,ＶＡＬＵＥＮＥＸ,1182
4423,東証1部,アルテリア・ネットワークス,1625
4424,マザーズ,Ａｍａｚｉａ,1222
4425,マザーズ,Ｋｕｄａｎ,3860
4427,東証1部,ＥｄｕＬａｂ,5840
4428,マザーズ,シノプス,1427
4429,マザーズ,リックソフト,2247
4430,東証1部,東海ソフト,1361
4431,マザーズ,スマレジ,5090
4432,東証1部,ウイングアーク１ｓｔ,2206
4433,東証1部,ヒト・コミュニケーションズ・ホールディングス,2018
4434,東証1部,サーバーワークス,4080
4435,マザーズ,カオナビ,3375
4436,マザーズ,ミンカブ・ジ・インフォノイド,3400
4437,マザーズ,ｇｏｏｄｄａｙｓホールディングス,1094
4438,マザーズ,Ｗｅｌｂｙ,1127
4439,東証1部,東名,1096
4440,東証1部,ヴィッツ,1952
4441,東証1部,トビラシステムズ,1289
4442,マザーズ,バルテス,1561
4443,東証1部,Ｓａｎｓａｎ,7800
4444,マザーズ,インフォネット,1265
4445,マザーズ,リビン・テクノロジーズ,2615
4446,東証1部,Ｌｉｎｋ－Ｕ,1045
4447,福岡Q,ピー・ビーシステムズ,805
4448,マザーズ,Ｃｈａｔｗｏｒｋ,1000
4449,東証1部,ギフティ,3325
4450,マザーズ,パワーソリューションズ,2040
4452,東証1部,花王,6773
4461,東証1部,第一工業製薬,3685
4462,東証1部,石原ケミカル,2228
4463,東証1部,日華化学,1224
4464,東証2部,ソフト９９コーポレーション,1284
4465,東証1部,ニイタカ,2754
4471,東証1部,三洋化成工業,5380
4475,マザーズ,ＨＥＮＮＧＥ,4980
4476,マザーズ,ＡＩ　ＣＲＯＳＳ,1735
4477,マザーズ,ＢＡＳＥ,1650
4478,マザーズ,フリー,7110
4479,マザーズ,マクアケ,5600
4480,マザーズ,メドレー,4095
4481,東証1部,ベース,5200
4482,マザーズ,ウィルズ,882
4483,マザーズ,ＪＭＤＣ,4450
4484,マザーズ,ランサーズ,569
4485,マザーズ,ＪＴＯＷＥＲ,6060
4486,マザーズ,ユナイトアンドグロウ,1331
4487,マザーズ,スペースマーケット,809
4488,マザーズ,ＡＩ　ｉｎｓｉｄｅ,15030
4490,マザーズ,ビザスク,3285
4491,東証JQS,コンピューターマネージメント,3015
4492,東証JQS,ゼネテック,1776
4493,マザーズ,サイバーセキュリティクラウド,2862
4494,東証2部,バリオセキュア,1503
4495,マザーズ,アイキューブドシステムズ,4045
4496,マザーズ,コマースＯｎｅホールディングス,2242
4497,マザーズ,ロコガイド,3060
4498,マザーズ,サイバートラスト,6300
4499,東証JQS,Ｓｐｅｅｅ,3570
4502,東証1部,武田薬品工業,3778
4503,東証1部,アステラス製薬,1687
4506,東証1部,大日本住友製薬,2065
4507,東証1部,塩野義製薬,5758
4512,東証1部,わかもと製薬,325
4516,東証1部,日本新薬,7230
4517,東証1部,ビオフェルミン製薬,3240
4519,東証1部,中外製薬,4111
4521,東証1部,科研製薬,4515
4523,東証1部,エーザイ,6907
4524,東証2部,森下仁丹,1990
4526,東証1部,理研ビタミン,1450
4527,東証1部,ロート製薬,2806
