code,市場,銘柄名,現在値
3284,東証1部,フージャースホールディングス,714
3286,マザーズ,トラストホールディングス,371
3288,東証1部,オープンハウス,4585
3289,東証1部,東急不動産ホールディングス,638
3291,東証1部,飯田グループホールディングス,2829
3293,東証JQS,アズマハウス,1495
3294,東証1部,イーグランド,973
3297,東証JQS,東武住販,1217
3299,東証1部,ムゲンエステート,486
3300,マザーズ,ＡＭＢＩＴＩＯＮ,721
3302,東証1部,帝国繊維,2042
3306,東証2部,日本製麻,350
3315,東証1部,日本コークス工業,108
3316,東証JQS,東京日産コンピュータシステム,566
3317,東証JQS,フライングガーデン,1632
3319,東証1部,ゴルフダイジェスト・オンライン,1344
3320,東証2部,クロスプラス,1005
3321,東証1部,ミタチ産業,657
3322,東証JQS,アルファグループ,707
3323,東証JQS,レカム,98
3326,東証JQS,ランシステム,411
3328,東証1部,ＢＥＥＮＯＳ,3090
3329,東証JQS,東和フードサービス,1364
3333,東証1部,あさひ,1443
3341,東証1部,日本調剤,1752
3346,名古屋セ,２１ＬＡＤＹ,100
3347,東証2部,トラスト,179
3349,東証1部,コスモス薬品,15260
3350,東証JQS,レッド・プラネット・ジャパン,54
3352,東証JQS,バッファロー,1165
3353,東証JQS,メディカル一光グループ,2710
3355,東証2部,クリヤマホールディングス,719
3356,東証JQS,テリロジー,486
3358,東証JQS,ワイエスフード,291
3359,マザーズ,ｃｏｔｔａ,612
3360,東証1部,シップヘルスケアホールディングス,2708
3361,東証1部,トーエル,783
3370,東証JQS,フジタコーポレーション,340
3371,東証1部,ソフトクリエイトホールディングス,2281
3372,東証2部,関門海,305
3374,東証JQS,内外テック,2674
3375,東証JQS,ＺＯＡ,1195
3376,東証1部,オンリー,442
3377,東証2部,バイク王＆カンパニー,620
3382,東証1部,セブン＆アイ・ホールディングス,4790
3384,名古屋セ,アークコア,464
3386,東証JQS,コスモ・バイオ,1209
3387,東証1部,クリエイト・レストランツ・ホールディングス,787
3388,東証1部,明治電機工業,1379
3390,東証JQS,ＩＮＥＳＴ,81
3391,東証1部,ツルハホールディングス,12870
3392,東証1部,デリカフーズホールディングス,623
3393,東証1部,スターティアホールディングス,1052
3395,東証1部,サンマルクホールディングス,1606
3396,東証1部,フェリシモ,1343
3397,東証1部,トリドールホールディングス,1650
3399,東証JQS,丸千代山岡家,1918
3401,東証1部,帝人,1826
3402,東証1部,東レ,684.5
3405,東証1部,クラレ,1151
3407,東証1部,旭化成,1226
3408,東証1部,サカイオーベックス,2935
3409,東証2部,北日本紡績,193
3415,東証1部,ＴＯＫＹＯ　ＢＡＳＥ,684
3416,マザーズ,ピクスタ,1052
3417,東証JQS,大木ヘルスケアホールディングス,1245
3418,マザーズ,バルニバービ,1005
3419,名古屋セ,アートグリーン,1335
3420,東証2部,ケー・エフ・シー,1823
3421,東証1部,稲葉製作所,1458
3422,東証2部,丸順,1021
3423,東証JQS,エスイー,284
3426,東証JQS,アトムリビンテック,1490
3431,東証1部,宮地エンジニアリンググループ,2209
3433,東証1部,トーカロ,1389
3434,東証1部,アルファ,1179
3435,東証2部,サンコーテクノ,931
3436,東証1部,ＳＵＭＣＯ,2449
3437,東証JQS,特殊電極,2199
3439,東証JQS,三ツ知,2350
3440,東証2部,日創プロニティ,745
3441,東証JQS,山王,1200
3442,名証2部,ＭＩＥコーポレーション,761
3443,東証1部,川田テクノロジーズ,3840
3444,東証JQS,菊池製作所,806
3445,東証1部,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,5180
3446,東証1部,ジェイテックコーポレーション,2546
3447,東証1部,信和,784
3449,東証2部,テクノフレックス,991
3452,東証1部,ビーロット,641
3454,東証1部,ファーストブラザーズ,975
3457,東証1部,ハウスドゥ,997
3458,東証1部,シーアールイー,1391
3461,マザーズ,パルマ,685
3464,東証1部,プロパティエージェント,2439
3465,東証1部,ケイアイスター不動産,4335
3467,東証1部,アグレ都市デザイン,992
3469,東証2部,デュアルタップ,628
3474,マザーズ,Ｇ－ＦＡＣＴＯＲＹ,452
3475,東証1部,グッドコムアセット,1308
3477,マザーズ,フォーライフ,1226
3479,マザーズ,ティーケーピー,2165
3480,東証1部,ジェイ・エス・ビー,3440
3482,マザーズ,ロードスターキャピタル,1046
3484,東証1部,テンポイノベーション,866
3486,東証1部,グローバル・リンク・マネジメント,860
3489,東証1部,フェイスネットワーク,1299
3490,東証JQS,アズ企画設計,1234
3491,マザーズ,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,1707
3494,東証JQS,マリオン,1240
3495,東証JQS,香陵住販,2010
3496,マザーズ,アズーム,5080
3497,マザーズ,ＬｅＴｅｃｈ,1185
3498,マザーズ,霞ヶ関キャピタル,4555
3501,東証1部,住江織物,1973
3504,名証2部,丸八ホールディングス,792
3512,東証1部,日本フエルト,435
3513,東証1部,イチカワ,1340
3515,東証JQS,フジコー,2940
3521,東証1部,エコナックホールディングス,86
3524,東証1部,日東製網,1530
3526,東証1部,芦森工業,1062
3528,東証2部,プロスペクト,31
3529,東証1部,アツギ,621
3536,東証JQS,アクサスホールディングス,135
3537,東証JQS,昭栄薬品,989
3538,東証1部,ウイルプラスホールディングス,1200
3539,東証1部,ＪＭホールディングス,2081
3540,東証JQS,歯愛メディカル,6490
3541,マザーズ,農業総合研究所,517
3542,マザーズ,ベガコーポレーション,1335
3543,東証1部,コメダホールディングス,2042
3544,東証1部,サツドラホールディングス,2141
3546,東証1部,アレンザホールディングス,1209
3547,東証1部,串カツ田中ホールディングス,1682
3548,東証1部,バロックジャパンリミテッド,754
3549,東証1部,クスリのアオキホールディングス,7760
3550,マザーズ,スタジオアタオ,454
3551,東証1部,ダイニック,784
3553,東証1部,共和レザー,689
3556,マザーズ,リネットジャパングループ,811
3557,マザーズ,ユナイテッド＆コレクティブ,1015
3558,マザーズ,ロコンド,1567
3559,東証1部,ピーバンドットコム,831
3560,東証JQS,ほぼ日,4020
3561,東証1部,力の源ホールディングス,601
3562,東証JQS,Ｎｏ．１,1247
3563,東証1部,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,4640
3565,東証1部,アセンテック,1267
3566,マザーズ,ユニフォームネクスト,1870
3569,東証1部,セーレン,1973
3571,東証1部,ソトー,799
3577,東証1部,東海染工,1119
3578,東証2部,倉庫精練,410
3580,東証1部,小松マテーレ,916
3583,東証2部,オーベクス,669
3591,東証1部,ワコールホールディングス,2507
3593,東証1部,ホギメディカル,3300
3597,東証2部,自重堂,7040
3598,東証2部,山喜,165
3600,東証2部,フジックス,1693
3604,東証2部,川本産業,1176
3607,東証1部,クラウディアホールディングス,281
3608,東証1部,ＴＳＩホールディングス,311
3611,東証1部,マツオカコーポレーション,1869
3612,東証1部,ワールド,1435
3622,マザーズ,ネットイヤーグループ,678
3623,マザーズ,ビリングシステム,1085
3624,マザーズ,アクセルマーク,469
3625,東証JQG,テックファームホールディングス,665
3626,東証1部,ＴＩＳ,2555
3627,東証1部,ＪＮＳホールディングス,517
3628,マザーズ,データホライゾン,4450
3630,東証1部,電算システム,3120
3632,東証1部,グリー,567
3633,東証1部,ＧＭＯペパボ,5200
3634,東証2部,ソケッツ,837
3635,東証1部,コーエーテクモホールディングス,4700
3636,東証1部,三菱総合研究所,4010
3639,東証1部,ボルテージ,509
3640,東証1部,電算,2347
3641,東証JQS,パピレス,1648
3645,マザーズ,メディカルネット,1267
3646,マザーズ,駅探,474
3647,東証2部,ジー・スリーホールディングス,448
3648,東証1部,ＡＧＳ,815
3649,東証1部,ファインデックス,1081
3652,マザーズ,ディジタルメディアプロフェッショナル,2058
3653,マザーズ,モルフォ,1288
3655,東証1部,ブレインパッド,5040
3656,東証1部,ＫＬａｂ,667
3657,東証1部,ポールトゥウィン・ピットクルーホールディングス,1039
3658,東証1部,イーブックイニシアティブジャパン,2430
3659,東証1部,ネクソン,2673
3660,東証1部,アイスタイル,482
3661,東証1部,エムアップホールディングス,2458
3662,東証1部,エイチーム,1611
3663,東証2部,アートスパークホールディングス,2996
3664,マザーズ,モブキャストホールディングス,123
3665,東証1部,エニグモ,1209
3666,東証1部,テクノスジャパン,590
3667,東証1部,ｅｎｉｓｈ,491
3668,東証1部,コロプラ,776
3670,東証JQS,協立情報通信,1710
3671,マザーズ,ソフトマックス,1185
3672,東証1部,オルトプラス,445
3673,東証1部,ブロードリーフ,529
3674,マザーズ,オークファン,1208
3675,東証1部,クロス・マーケティンググループ,606
3676,東証1部,デジタルハーツホールディングス,1445
3677,東証1部,システム情報,907
3678,東証1部,メディアドゥ,4995
3679,東証1部,じげん,392
3680,マザーズ,ホットリンク,686
3681,東証1部,ブイキューブ,2632
3682,東証1部,エンカレッジ・テクノロジ,617
3683,東証1部,サイバーリンクス,1441
3686,東証1部,ディー・エル・イー,284
3687,東証1部,フィックスターズ,855
3688,東証1部,ＣＡＲＴＡ　ＨＯＬＤＩＮＧＳ,1598
3689,マザーズ,イグニス,2991
3690,マザーズ,イルグルム,1177
3691,マザーズ,リアルワールド,526
3692,マザーズ,ＦＦＲＩセキュリティ,1998
3694,東証1部,オプティム,2341
3695,マザーズ,ＧＭＯリサーチ,1916
3696,東証1部,セレス,3525
3697,東証1部,ＳＨＩＦＴ,14070
3698,マザーズ,ＣＲＩ・ミドルウェア,1611
3708,東証1部,特種東海製紙,4680
3710,東証JQS,ジョルダン,820
3712,東証2部,情報企画,2879
3719,東証JQS,ジェクシード,209
3723,マザーズ,日本ファルコム,1512
3726,東証2部,フォーシーズホールディングス,468
3727,マザーズ,アプリックス,208
3733,東証JQS,ソフトウェア・サービス,10310
3738,東証1部,ティーガイア,1922
3739,名古屋セ,コムシード,224
3741,東証1部,セック,2669
3744,東証2部,サイオス,646
3747,東証2部,インタートレード,491
3750,東証2部,ＦＲＡＣＴＡＬＥ,1406
3751,東証1部,日本アジアグループ,933
3753,東証2部,フライトホールディングス,527
3758,東証JQS,アエリア,551
3760,東証JQS,ケイブ,980
3762,東証1部,テクマトリックス,1844
3763,東証1部,プロシップ,1330
3765,東証1部,ガンホー・オンライン・エンターテイメント,2036
3766,東証JQS,システムズ・デザイン,628
3768,東証2部,リスクモンスター,960
3769,東証1部,ＧＭＯペイメントゲートウェイ,12350
3770,東証1部,ザッパラス,486
3771,東証1部,システムリサーチ,2075
3772,東証2部,ウェルス・マネジメント,1379
3773,マザーズ,アドバンスト・メディア,797
3774,東証1部,インターネットイニシアティブ,2606
3775,名古屋セ,ガイアックス,732
3776,東証JQS,ブロードバンドタワー,239
3777,東証JQG,ＦＨＴホールディングス,17
3778,東証1部,さくらインターネット,603
3779,東証JQS,ジェイ・エスコム　ホールディングス,106
3782,マザーズ,ディー・ディー・エス,191
3784,東証1部,ヴィンクス,917
3787,東証2部,テクノマセマティカル,760
3788,東証1部,ＧＭＯグローバルサイン・ホールディングス,4910
3791,東証JQS,ＩＧポート,1660
3793,マザーズ,ドリコム,645
3796,東証2部,いい生活,466
3798,東証JQS,ＵＬＳグループ,3210
3799,東証2部,キーウェアソリューションズ,768
3800,東証JQS,ユニリタ,1906
3802,東証JQS,エコミック,533
3803,東証JQG,イメージ情報開発,553
3804,東証JQS,システム　ディ,1435
3807,東証JQG,フィスコ,183
3808,名古屋セ,オウケイウェイヴ,270
3810,東証2部,サイバーステップ,676
3814,東証JQG,アルファクス・フード・システム,737
3815,マザーズ,メディア工房,316
3816,東証JQS,大和コンピューター,1101
3817,東証1部,ＳＲＡホールディングス,2546
3823,東証2部,アクロディア,170
3824,福岡Q,メディアファイブ,675
3825,東証2部,リミックスポイント,179
3826,東証1部,システムインテグレータ,617
3830,名古屋セ,ギガプライズ,1333
3834,東証1部,朝日ネット,696
3835,東証1部,ｅＢＡＳＥ,913
3836,東証1部,アバント,1442
3837,東証1部,アドソル日進,2433
3839,東証1部,ＯＤＫソリューションズ,820
3840,東証2部,パス,89
3841,東証JQS,ジーダット,1227
3842,東証JQG,ネクストジェン,1212
3843,東証1部,フリービット,871
3844,東証1部,コムチュア,2315
3845,東証JQS,アイフリークモバイル,152
3847,東証JQS,パシフィックシステム,3320
3848,東証JQS,データ・アプリケーション,1692
3849,札幌ア,日本テクノ・ラボ,1340
3850,東証2部,ＮＴＴデータイントラマート,2751
3851,東証JQS,日本一ソフトウェア,1060
3852,東証1部,サイバーコム,1485
3853,東証1部,アステリア,738
3854,東証1部,アイル,1529
3856,東証2部,Ａｂａｌａｎｃｅ,5460
3857,東証JQS,ラック,967
3858,東証JQS,ユビキタスＡＩコーポレーション,557
3861,東証1部,王子ホールディングス,704
3863,東証1部,日本製紙,1408
3864,東証1部,三菱製紙,359
3865,東証1部,北越コーポレーション,614
3877,東証1部,中越パルプ工業,1262
3878,東証1部,巴川製紙所,797
3880,東証1部,大王製紙,1861
3891,東証JQS,ニッポン高度紙工業,3050
3892,東証JQS,岡山製紙,984
3895,東証JQS,ハビックス,552
3896,東証1部,阿波製紙,422
3900,マザーズ,クラウドワークス,1404
3901,東証1部,マークラインズ,2787
3902,東証1部,メディカル・データ・ビジョン,1906
3903,東証1部,ｇｕｍｉ,1126
3904,マザーズ,カヤック,826
3905,マザーズ,データセクション,407
3906,マザーズ,ＡＬＢＥＲＴ,4880
3907,マザーズ,シリコンスタジオ,1090
3908,マザーズ,コラボス,541
3909,東証1部,ショーケース,692
3910,東証JQS,エムケイシステム,637
3911,マザーズ,Ａｉｍｉｎｇ,354
3912,東証1部,モバイルファクトリー,1273
3913,マザーズ,ｓＭｅｄｉｏ,1085
3914,マザーズ,ＪＩＧ－ＳＡＷ,8260
3915,東証1部,テラスカイ,2523
3916,東証1部,デジタル・インフォメーション・テクノロジー,1949
3917,マザーズ,アイリッジ,732
3918,東証1部,ＰＣＩホールディングス,1424
3919,東証1部,パイプドＨＤ,1491
3920,東証1部,アイビーシー,982
3921,東証1部,ネオジャパン,1640
3922,東証1部,ＰＲ　ＴＩＭＥＳ,2943
3923,東証1部,ラクス,2016
3924,東証1部,ランドコンピュータ,1029
3925,東証1部,ダブルスタンダード,4325
3926,東証1部,オープンドア,2018
3927,マザーズ,フーバーブレイン,737
3928,東証1部,マイネット,850
3929,マザーズ,ソーシャルワイヤー,633
3930,マザーズ,はてな,1410
3931,マザーズ,バリューゴルフ,1796
3932,東証1部,アカツキ,3625
3933,東証JQS,チエル,1259
3934,東証1部,ベネフィットジャパン,1914
3935,マザーズ,エディア,412
3936,マザーズ,グローバルウェイ,1198
3937,東証1部,Ｕｂｉｃｏｍホールディングス,2953
3939,東証1部,カナミックネットワーク,592
3940,東証1部,ノムラシステムコーポレーション,291
3941,東証1部,レンゴー,949
3943,福証,大石産業,1817
3944,東証2部,古林紙工,2500
3945,東証2部,スーパーバッグ,1174
3946,東証1部,トーモク,1977
3947,東証2部,ダイナパック,1509
3948,東証JQS,光ビジネスフォーム,480
3950,東証1部,ザ・パック,2774
3951,東証2部,朝日印刷,944
3952,名証2部,中央紙器工業,1138
3953,東証JQS,大村紙業,615
3954,東証JQS,昭和パックス,1769
3955,東証2部,イムラ封筒,1045
3956,東証JQS,国際チャート,303
3960,マザーズ,バリューデザイン,4245
3961,マザーズ,シルバーエッグ・テクノロジー,1294
3962,東証1部,チェンジ,2982
3963,東証1部,シンクロ・フード,372
3964,東証1部,オークネット,1366
3965,東証1部,キャピタル・アセット・プランニング,1108
3966,マザーズ,ユーザベース,2539
3967,マザーズ,エルテス,1221
3968,東証1部,セグエグループ,1188
3969,東証1部,エイトレッド,2294
3970,マザーズ,イノベーション,3035
3974,東証JQS,ティビィシィ・スキヤツト,448
3975,東証1部,ＡＯＩ　ＴＹＯ　Ｈｏｌｄｉｎｇｓ,710
3976,マザーズ,シャノン,1152
3977,札幌ア,フュージョン,980
3978,東証1部,マクロミル,845
3979,マザーズ,うるる,3230
3981,東証1部,ビーグリー,1381
3983,東証1部,オロ,3350
3984,東証1部,ユーザーローカル,4120
3985,東証1部,テモナ,833
3986,マザーズ,ビーブレイクシステムズ,1310
3987,マザーズ,エコモット,888
3988,東証JQS,ＳＹＳホールディングス,1268
3989,マザーズ,シェアリングテクノロジー,222
3990,マザーズ,ＵＵＵＭ,1411
3991,マザーズ,ウォンテッドリー,3095
3992,東証1部,ニーズウェル,604
3993,マザーズ,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,2511
3994,マザーズ,マネーフォワード,4910
3995,マザーズ,ＳＫＩＹＡＫＩ,408
3996,東証1部,サインポスト,829
3997,東証JQS,トレードワークス,910
3998,マザーズ,すららネット,2932
3999,マザーズ,ナレッジスイート,826
4004,東証1部,昭和電工,3610
4005,東証1部,住友化学,580
4008,東証1部,住友精化,3565
4011,マザーズ,ヘッドウォータース,10890
4012,マザーズ,アクシス,3710
4013,マザーズ,勤次郎,2164
4014,マザーズ,カラダノート,1280
4015,マザーズ,アララ,1496
4016,東証JQS,ＭＩＴホールディングス,1370
4017,マザーズ,クリーマ,3045
4019,マザーズ,スタメン,968
4020,マザーズ,ビートレンド,3040
4021,東証1部,日産化学,5550
4022,東証1部,ラサ工業,1897
4023,東証1部,クレハ,6650
4025,東証1部,多木化学,5890
4026,東証2部,神島化学工業,1479
4027,東証1部,テイカ,1229
4028,東証1部,石原産業,1006
4031,東証1部,片倉コープアグリ,1207
4041,東証1部,日本曹達,3465
4042,東証1部,東ソー,2051
4043,東証1部,トクヤマ,2299
4044,東証1部,セントラル硝子,2190
4045,東証1部,東亞合成,1183
4046,東証1部,大阪ソーダ,2435
4047,東証1部,関東電化工業,898
4051,マザーズ,ＧＭＯフィナンシャルゲート,16010
4052,マザーズ,フィーチャ,1193
4053,マザーズ,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,2138
4054,マザーズ,日本情報クリエイト,1910
4055,マザーズ,ティアンドエス,3660
4056,マザーズ,ニューラルポケット,4225
4057,マザーズ,インターファクトリー,2033
4058,マザーズ,トヨクモ,1640
4059,東証JQS,まぐまぐ,1219
4060,マザーズ,ｒａｋｕｍｏ,1519
4061,東証1部,デンカ,4175
4062,東証1部,イビデン,4435
4063,東証1部,信越化学工業,18105
4064,東証1部,日本カーバイド工業,1313
4078,東証1部,堺化学工業,1862
4080,東証JQS,田中化学研究所,982
4082,東証1部,第一稀元素化学工業,1500
4088,東証1部,エア・ウォーター,1855
4091,東証1部,日本酸素ホールディングス,2224
4092,東証1部,日本化学工業,2789
4093,東証1部,東邦アセチレン,1245
4094,東証2部,日本化学産業,1219
4095,東証1部,日本パーカライジング,1126
4097,東証1部,高圧ガス工業,662
4098,東証1部,チタン工業,1814
4099,東証1部,四国化成工業,1193
4100,東証1部,戸田工業,2268
4102,東証2部,丸尾カルシウム,1456
4107,東証2部,伊勢化学工業,3300
4109,東証1部,ステラ　ケミファ,2937
4112,東証1部,保土谷化学工業,3945
4113,東証2部,田岡化学工業,10110
4114,東証1部,日本触媒,5600
4115,東証2部,本州化学工業,1830
4116,東証1部,大日精化工業,2364
4118,東証1部,カネカ,4560
4119,東証2部,日本ピグメント,2145
4120,東証2部,スガイ化学工業,1518
4124,東証JQS,大阪油化工業,1830
4151,東証1部,協和キリン,3335
4165,マザーズ,プレイド,3000
4166,マザーズ,かっこ,3300
4167,マザーズ,ココペリ,4835
4168,マザーズ,ヤプリ,3525
4169,マザーズ,ＥＮＥＣＨＡＮＧＥ,2018
4170,マザーズ,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,1499
4171,東証JQS,グローバルインフォメーション,1606
4172,東証JQS,東和ハイシステム,2970
4173,マザーズ,ＷＡＣＵＬ,2302
4174,東証JQS,アピリッツ,3170
4175,マザーズ,ｃｏｌｙ,4215
4176,マザーズ,ココナラ,1625
4177,マザーズ,ｉ－ｐｌｕｇ,3430
4178,マザーズ,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,2648
4179,マザーズ,ジーネクスト,1527
4180,マザーズ,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,1374
4182,東証1部,三菱ガス化学,2476
4183,東証1部,三井化学,3620
4185,東証1部,ＪＳＲ,3285
4186,東証1部,東京応化工業,6750
4187,東証1部,大阪有機化学工業,3745
4188,東証1部,三菱ケミカルホールディングス,855.7
4189,東証1部,ＫＨネオケム,2906
4192,マザーズ,スパイダープラス,1474
4193,東証JQS,ファブリカコミュニケーションズ,6340
4194,マザーズ,ビジョナル,6160
4196,東証JQS,ネオマーケティング,2920
4202,東証1部,ダイセル,864
4203,東証1部,住友ベークライト,4335
4204,東証1部,積水化学工業,1932
4205,東証1部,日本ゼオン,1661
4206,東証1部,アイカ工業,4145
4208,東証1部,宇部興産,2390
4212,東証1部,積水樹脂,2099
4215,東証1部,タキロンシーアイ,620
4216,東証1部,旭有機材,1340
4218,東証1部,ニチバン,1693
4220,東証1部,リケンテクノス,527
4221,東証1部,大倉工業,2287
4222,東証2部,児玉化学工業,480
4224,東証2部,ロンシール工業,1501
4228,東証1部,積水化成品工業,573
4229,東証1部,群栄化学工業,2498
4231,東証1部,タイガースポリマー,449
4234,東証JQS,サンエー化研,517
4235,東証JQS,ウルトラファブリックス・ホールディングス,1376
4237,東証JQS,フジプレアム,352
4238,東証1部,ミライアル,1262
4240,東証JQG,クラスターテクノロジー,389
4241,東証JQS,アテクト,930
4242,東証JQS,タカギセイコー,1980
4243,東証JQS,ニックス,820
4245,東証1部,ダイキアクシス,838
4246,東証1部,ダイキョーニシカワ,736
4247,名証2部,ポバール興業,1350
4248,東証1部,竹本容器,971
4249,東証1部,森六ホールディングス,2191
4251,東証1部,恵和,2168
4272,東証1部,日本化薬,1022
4274,東証JQS,細谷火工,1153
4275,東証1部,カーリットホールディングス,706
4282,東証1部,ＥＰＳホールディングス,1324
4284,東証1部,ソルクシーズ,921
4286,東証1部,レッグス,2520
4287,東証JQS,ジャストプランニング,367
4288,東証JQS,アズジェント,1025
4290,東証1部,プレステージ・インターナショナル,704
4293,東証JQS,セプテーニ・ホールディングス,455
4295,東証1部,フェイス,823
4298,東証1部,プロトコーポレーション,1181
4299,東証1部,ハイマックス,995
4301,東証1部,アミューズ,2173
4304,東証JQS,Ｅストアー,1777
4307,東証1部,野村総合研究所,3180
4308,マザーズ,Ｊストリーム,3910
4310,東証1部,ドリームインキュベータ,983
4312,東証1部,サイバネットシステム,814
4316,東証JQG,ビーマップ,612
4317,東証JQS,レイ,314
4318,東証1部,クイック,1259
4319,東証1部,ＴＡＣ,235
4320,東証1部,ＣＥホールディングス,513
4323,東証1部,日本システム技術,1500
4324,東証1部,電通グループ,3470
4326,東証1部,インテージホールディングス,1416
4327,東証JQS,日本エス・エイチ・エル,2992
4331,東証1部,テイクアンドギヴ・ニーズ,784
4333,東証1部,東邦システムサイエンス,928
4334,東証JQS,ユークス,354
4335,東証JQS,アイ・ピー・エス,983
4336,東証JQS,クリエアナブキ,573
4337,東証1部,ぴあ,2946
4341,東証2部,西菱電機,851
4342,東証2部,セコム上信越,3835
4343,東証1部,イオンファンタジー,1908
4344,東証1部,ソースネクスト,294
4345,東証1部,シーティーエス,877
4346,東証1部,ネクシィーズグループ,840
4347,東証JQS,ブロードメディア,82
4348,東証1部,インフォコム,2740
4349,名証2部,テスク,3645
4350,東証1部,メディカルシステムネットワーク,695
4351,東証JQS,山田債権回収管理総合事務所,763
4355,東証JQS,ロングライフホールディング,341
4356,東証JQS,応用技術,2766
4361,東証2部,川口化学工業,1081
4362,東証1部,日本精化,1350
4364,東証2部,マナック,844
4365,東証JQS,松本油脂製薬,10390
4366,東証2部,ダイトーケミックス,856
4367,東証2部,広栄化学,2698
4368,東証1部,扶桑化学工業,3895
4369,東証1部,トリケミカル研究所,3275
4380,マザーズ,Ｍマート,1012
4381,マザーズ,ビープラッツ,2310
4382,東証1部,ＨＥＲＯＺ,2498
4384,東証1部,ラクスル,4630
4385,マザーズ,メルカリ,4800
4386,東証2部,ＳＩＧ,651
4387,マザーズ,ＺＵＵ,1919
4388,マザーズ,エーアイ,1676
4389,マザーズ,プロパティデータバンク,1680
4390,東証1部,アイ・ピー・エス,2580
4391,マザーズ,ロジザード,1836
4392,東証1部,ＦＩＧ,281
4393,マザーズ,バンク・オブ・イノベーション,2030
4394,マザーズ,エクスモーション,1400
4395,マザーズ,アクリート,1255
4396,東証1部,システムサポート,1339
4397,マザーズ,チームスピリット,1094
4398,東証JQS,ブロードバンドセキュリティ,1725
4399,マザーズ,くふうカンパニー,782
4401,東証1部,ＡＤＥＫＡ,1934
4403,東証1部,日油,5570
4404,東証1部,ミヨシ油脂,1232
4406,東証1部,新日本理化,262
4409,東証2部,東邦化学工業,493
4410,東証1部,ハリマ化成グループ,904
4420,東証1部,イーソル,1175
4421,東証JQS,ディ・アイ・システム,912
4422,マザーズ,ＶＡＬＵＥＮＥＸ,1176
4423,東証1部,アルテリア・ネットワークス,1583
4424,マザーズ,Ａｍａｚｉａ,1132
4425,マザーズ,Ｋｕｄａｎ,3785
4427,東証1部,ＥｄｕＬａｂ,5560
4428,マザーズ,シノプス,1400
4429,マザーズ,リックソフト,2180
4430,東証1部,東海ソフト,1319
4431,マザーズ,スマレジ,5180
4432,東証1部,ウイングアーク１ｓｔ,2182
4433,東証1部,ヒト・コミュニケーションズ・ホールディングス,1972
4434,東証1部,サーバーワークス,3900
4435,マザーズ,カオナビ,3330
4436,マザーズ,ミンカブ・ジ・インフォノイド,3220
4437,マザーズ,ｇｏｏｄｄａｙｓホールディングス,1125
4438,マザーズ,Ｗｅｌｂｙ,1117
4439,東証1部,東名,1063
4440,東証1部,ヴィッツ,1894
4441,東証1部,トビラシステムズ,1240
4442,マザーズ,バルテス,1535
4443,東証1部,Ｓａｎｓａｎ,7750
4444,マザーズ,インフォネット,1256
4445,マザーズ,リビン・テクノロジーズ,2548
4446,東証1部,Ｌｉｎｋ－Ｕ,1012
4447,福岡Q,ピー・ビーシステムズ,777
4448,マザーズ,Ｃｈａｔｗｏｒｋ,916
4449,東証1部,ギフティ,3490
4450,マザーズ,パワーソリューションズ,2027
4452,東証1部,花王,6765
4461,東証1部,第一工業製薬,3540
4462,東証1部,石原ケミカル,2200
4463,東証1部,日華化学,1179
4464,東証2部,ソフト９９コーポレーション,1317
4465,東証1部,ニイタカ,2729
4471,東証1部,三洋化成工業,5350
4475,マザーズ,ＨＥＮＮＧＥ,4925
4476,マザーズ,ＡＩ　ＣＲＯＳＳ,1714
4477,マザーズ,ＢＡＳＥ,1536
4478,マザーズ,フリー,7130
4479,マザーズ,マクアケ,5530
4480,マザーズ,メドレー,3875
4481,東証1部,ベース,5100
4482,マザーズ,ウィルズ,1019
4483,マザーズ,ＪＭＤＣ,4345
4484,マザーズ,ランサーズ,560
4485,マザーズ,ＪＴＯＷＥＲ,5880
4486,マザーズ,ユナイトアンドグロウ,1321
4487,マザーズ,スペースマーケット,789
4488,マザーズ,ＡＩ　ｉｎｓｉｄｅ,14240
4490,マザーズ,ビザスク,3305
4491,東証JQS,コンピューターマネージメント,2997
4492,東証JQS,ゼネテック,1783
4493,マザーズ,サイバーセキュリティクラウド,2800
4494,東証2部,バリオセキュア,1494
4495,マザーズ,アイキューブドシステムズ,4050
4496,マザーズ,コマースＯｎｅホールディングス,2249
4497,マザーズ,ロコガイド,2933
4498,マザーズ,サイバートラスト,6030
4499,東証JQS,Ｓｐｅｅｅ,3180
4502,東証1部,武田薬品工業,3768
4503,東証1部,アステラス製薬,1688.5
4506,東証1部,大日本住友製薬,2028
4507,東証1部,塩野義製薬,5771
4512,東証1部,わかもと製薬,313
4516,東証1部,日本新薬,7160
4517,東証1部,ビオフェルミン製薬,3160
4519,東証1部,中外製薬,4078
4521,東証1部,科研製薬,4505
4523,東証1部,エーザイ,6883
4524,東証2部,森下仁丹,1997
4526,東証1部,理研ビタミン,1427
4527,東証1部,ロート製薬,2821
4528,東証1部,小野薬品工業,2485.5
