code,市場,銘柄名,現在値
4530,東証1部,久光製薬,6280
4531,東証1部,有機合成薬品工業,293
4534,東証1部,持田製薬,3705
4536,東証1部,参天製薬,1439
4538,東証1部,扶桑薬品工業,2302
4539,東証1部,日本ケミファ,2301
4540,東証1部,ツムラ,3430
4541,東証1部,日医工,911
4543,東証1部,テルモ,3936
4544,東証1部,Ｈ．Ｕ．グループホールディングス,3215
4547,東証1部,キッセイ薬品工業,2132
4548,東証1部,生化学工業,1067
4549,東証1部,栄研化学,2076
4550,東証1部,日水製薬,961
4551,東証1部,鳥居薬品,2551
4552,東証1部,ＪＣＲファーマ,3320
4553,東証1部,東和薬品,2316
4554,東証1部,富士製薬工業,1135
4556,東証JQS,カイノス,1010
4558,東証JQS,中京医薬品,323
4559,東証1部,ゼリア新薬工業,2009
4563,マザーズ,アンジェス,915
4564,マザーズ,オンコセラピー・サイエンス,111
4565,マザーズ,そーせいグループ,1499
4568,東証1部,第一三共,2633
4569,東証1部,キョーリン製薬ホールディングス,1729
4570,東証JQG,免疫生物研究所,502
4571,マザーズ,ナノキャリア,277
4572,東証JQG,カルナバイオサイエンス,1229
4574,東証1部,大幸薬品,1107
4575,マザーズ,キャンバス,386
4576,東証JQG,デ・ウエスタン・セラピテクス研究所,281
4577,東証1部,ダイト,3350
4578,東証1部,大塚ホールディングス,4415
4579,東証JQG,ラクオリア創薬,966
4581,東証1部,大正製薬ホールディングス,6350
4582,東証JQG,シンバイオ製薬,1304
4583,マザーズ,カイオム・バイオサイエンス,211
4584,マザーズ,ジーンテクノサイエンス,427
4586,マザーズ,メドレックス,223
4587,東証1部,ペプチドリーム,4855
4588,マザーズ,オンコリスバイオファーマ,1276
4591,マザーズ,リボミック,308
4592,マザーズ,サンバイオ,1445
4593,マザーズ,ヘリオス,1523
4594,マザーズ,ブライトパス・バイオ,176
4595,東証2部,ミズホメディー,2526
4596,マザーズ,窪田製薬ホールディングス,258
4597,マザーズ,ソレイジア・ファーマ,129
4598,マザーズ,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,1250
4599,マザーズ,ステムリム,726
4611,東証1部,大日本塗料,855
4612,東証1部,日本ペイントホールディングス,1690
4613,東証1部,関西ペイント,2869
4615,東証1部,神東塗料,194
4616,東証2部,川上塗料,1241
4617,東証1部,中国塗料,876
4619,東証1部,日本特殊塗料,1016
4620,東証1部,藤倉化成,552
4621,東証2部,ロックペイント,777
4623,東証2部,アサヒペン,1874
4624,東証2部,イサム塗料,3365
4625,東証JQS,アトミクス,675
4626,東証1部,太陽ホールディングス,5010
4627,東証JQS,ナトコ,1450
4628,東証JQS,エスケー化研,39700
4629,東証JQS,大伸化学,1367
4631,東証1部,ＤＩＣ,2896
4633,東証1部,サカタインクス,1048
4634,東証1部,東洋インキＳＣホールディングス,2048
4635,東証2部,東京インキ,2146
4636,東証1部,Ｔ＆Ｋ　ＴＯＫＡ,788
4641,東証1部,アルプス技研,1964
4642,東証2部,オリジナル設計,935
4644,東証JQS,イマジニア,1041
4645,東証JQS,市進ホールディングス,359
4649,名証2部,大成,1131
4650,東証JQS,ＳＤエンターテイメント,398
4651,東証1部,サニックス,325
4653,東証1部,ダイオーズ,994
4657,東証JQS,環境管理センター,630
4658,東証1部,日本空調サービス,746
4659,東証JQS,エイジス,3640
4661,東証1部,オリエンタルランド,15280
4662,東証1部,フォーカスシステムズ,868
4664,東証JQS,ＲＳＣ,556
4665,東証1部,ダスキン,2643
4666,東証1部,パーク２４,2143
4667,東証JQS,アイサンテクノロジー,1676
4668,東証1部,明光ネットワークジャパン,573
4669,東証JQS,ニッパンレンタル,1044
4671,東証1部,ファルコホールディングス,1695
4673,東証JQS,川崎地質,2331
4674,東証1部,クレスコ,1618
4676,東証1部,フジ・メディア・ホールディングス,1219
4678,東証1部,秀英予備校,396
4679,東証1部,田谷,537
4680,東証1部,ラウンドワン,1310
4681,東証1部,リゾートトラスト,1668
4684,東証1部,オービック,20270
4685,東証JQS,菱友システムズ,1905
4686,東証1部,ジャストシステム,5710
4687,東証1部,ＴＤＣソフト,1037
4689,東証1部,Ｚホールディングス,470.9
4690,東証JQS,日本パレットプール,2754
4691,東証2部,ワシントンホテル,700
4694,東証1部,ビー・エム・エル,3480
4696,東証1部,ワタベウェディング,199
4699,東証JQS,ウチダエスコ,3035
4704,東証1部,トレンドマイクロ,5340
4705,東証JQS,クリップコーポレーション,860
4707,東証JQS,キタック,329
4708,東証1部,りらいあコミュニケーションズ,1246
4709,東証1部,ＩＤホールディングス,1318
4712,東証JQS,ＫｅｙＨｏｌｄｅｒ,1065
4714,東証1部,リソー教育,284
4716,東証1部,日本オラクル,10250
4718,東証1部,早稲田アカデミー,896
4719,東証1部,アルファシステムズ,3600
4720,東証JQS,城南進学研究社,401
4722,東証1部,フューチャー,1869
4725,東証1部,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,1408
4726,東証1部,ＳＢテクノロジー,2889
4728,東証1部,トーセ,802
4732,東証1部,ユー・エス・エス,1870
4733,東証1部,オービックビジネスコンサルタント,6110
4734,東証JQS,ビーイング,898
4735,東証2部,京進,544
4736,東証JQS,日本ラッド,627
4739,東証1部,伊藤忠テクノソリューションズ,3485
4743,東証1部,アイティフォー,754
4745,東証1部,東京個別指導学院,568
4746,東証1部,東計電算,4470
4748,東証JQS,構造計画研究所,2840
4750,東証2部,ダイサン,628
4751,東証1部,サイバーエージェント,2054
4752,東証JQS,昭和システムエンジニアリング,730
4754,東証JQS,トスネット,864
4755,東証1部,楽天グループ,1328
4760,東証JQS,アルファ,1444
4761,東証2部,さくらケーシーエス,820
4762,東証1部,エックスネット,1006
4763,東証1部,クリーク・アンド・リバー社,1446
4764,東証JQG,Ｎｅｘｕｓ　Ｂａｎｋ,166
4765,東証1部,モーニングスター,427
4766,東証2部,ピーエイ,187
4767,東証1部,テー・オー・ダブリュー,318
4768,東証1部,大塚商会,5760
4769,東証JQS,インフォメーションクリエーティブ,863
4770,東証2部,図研エルミック,323
4771,東証JQS,エフアンドエム,1383
4772,東証JQG,ストリームメディアコーポレーション,206
4776,東証1部,サイボウズ,2229
4777,東証JQS,ガーラ,269
4781,東証2部,日本ハウズイング,3910
4783,東証JQS,日本コンピュータ・ダイナミクス,606
4784,東証JQS,ＧＭＯアドパートナーズ,507
4792,東証1部,山田コンサルティンググループ,1164
4800,東証JQS,オリコン,1004
4801,東証1部,セントラルスポーツ,2411
4809,東証1部,パラカ,1635
4812,東証1部,ＩＳＩＤ,3705
4813,東証1部,ＡＣＣＥＳＳ,883
4814,東証JQS,ネクストウェア,194
4816,東証JQS,東映アニメーション,11120
4819,東証1部,デジタルガレージ,4315
4820,東証1部,ＥＭシステムズ,834
4824,マザーズ,メディアシーク,517
4825,東証1部,ウェザーニューズ,5220
4826,東証1部,ＣＩＪ,827
4827,福岡Q,ビジネス・ワンホールディングス,428
4828,東証1部,ビジネスエンジニアリング,3275
4829,東証1部,日本エンタープライズ,213
4832,東証2部,ＪＦＥシステムズ,1727
4833,東証JQG,Ｓｕｃｃｅｓｓ　Ｈｏｌｄｅｒｓ,234
4834,札証,キャリアバンク,1024
4837,東証JQS,シダックス,303
4838,東証JQS,スペースシャワーネットワーク,436
4839,東証1部,ＷＯＷＯＷ,2445
4840,東証JQG,トライアイズ,339
4845,東証1部,スカラ,707
4847,東証1部,インテリジェント　ウェイブ,654
4848,東証1部,フルキャストホールディングス,1919
4849,東証1部,エン・ジャパン,3520
4875,東証JQS,メディシノバ,446
4880,マザーズ,セルソース,10570
4881,マザーズ,ファンペップ,397
4883,マザーズ,モダリス,1397
4884,マザーズ,クリングルファーマ,807
4885,東証JQS,室町ケミカル,1142
4886,東証1部,あすか製薬ホールディングス,1095
4887,東証1部,サワイグループホールディングス,4860
4888,マザーズ,ステラファーマ,457
4901,東証1部,富士フイルムホールディングス,7143
4902,東証1部,コニカミノルタ,559
4911,東証1部,資生堂,7697
4912,東証1部,ライオン,2065
4914,東証1部,高砂香料工業,2700
4917,東証1部,マンダム,1933
4918,東証JQS,アイビー化粧品,634
4919,東証1部,ミルボン,6030
4920,東証JQS,日本色材工業研究所,1181
4921,東証1部,ファンケル,3455
4922,東証1部,コーセー,15860
4923,東証1部,コタ,1473
4925,東証JQS,ハーバー研究所,4335
4926,東証1部,シーボン,1954
4927,東証1部,ポーラ・オルビスホールディングス,2808
4928,東証1部,ノエビアホールディングス,4950
4929,東証1部,アジュバンコスメジャパン,1033
4930,東証JQS,グラフィコ,3845
4931,東証1部,新日本製薬,2157
4933,マザーズ,Ｉ－ｎｅ,5190
4934,マザーズ,プレミアアンチエイジング,12260
4935,東証JQS,リベルタ,1085
4936,マザーズ,アクシージア,1776
4951,東証1部,エステー,1800
4952,東証2部,エス・ディー・エス　バイオテック,1426
4955,東証1部,アグロ　カネショウ,1399
4956,東証1部,コニシ,1546
4957,東証2部,ヤスハラケミカル,590
4958,東証1部,長谷川香料,2119
4960,東証2部,ケミプロ化成,241
4962,東証2部,互応化学工業,1065
4963,東証1部,星光ＰＭＣ,770
4966,東証2部,上村工業,7600
4967,東証1部,小林製薬,9720
4968,東証1部,荒川化学工業,1190
4970,東証JQS,東洋合成工業,10500
4971,東証1部,メック,2753
4972,東証JQS,綜研化学,1896
4973,東証1部,日本高純度化学,2660
4974,東証1部,タカラバイオ,2919
4975,東証1部,ＪＣＵ,3745
4976,東証JQS,東洋ドライルーブ,2950
4977,東証1部,新田ゼラチン,636
4978,東証JQG,リプロセル,406
4979,東証1部,ＯＡＴアグリオ,1469
4980,東証1部,デクセリアルズ,1941
4985,東証1部,アース製薬,6550
4987,東証2部,寺岡製作所,381
4990,東証2部,昭和化学工業,497
4992,東証1部,北興化学工業,899
4994,東証1部,大成ラミック,2742
4995,福証,サンケイ化学,1031
4996,東証1部,クミアイ化学工業,836
4997,東証1部,日本農薬,568
4998,東証2部,フマキラー,1380
4999,東証2部,セメダイン,740
5008,東証2部,東亜石油,2820
5009,東証1部,富士興産,1273
5010,東証2部,日本精蝋,187
5011,東証1部,ニチレキ,1301
5013,東証1部,ユシロ化学工業,1159
5015,東証1部,ビーピー・カストロール,1412
5017,東証1部,富士石油,229
5018,東証1部,ＭＯＲＥＳＣＯ,1069
5019,東証1部,出光興産,2695
5020,東証1部,ＥＮＥＯＳホールディングス,462
5021,東証1部,コスモエネルギーホールディングス,2416
5070,マザーズ,ドラフト,870
5071,東証2部,ヴィス,613
5074,東証1部,テスホールディングス,1846
5101,東証1部,横浜ゴム,2200
5103,東証2部,昭和ホールディングス,53
5104,東証2部,日東化工,427
5105,東証1部,ＴＯＹＯ　ＴＩＲＥ,2145
5108,東証1部,ブリヂストン,4657
5110,東証1部,住友ゴム工業,1423
5121,東証1部,藤倉コンポジット,473
5122,東証1部,オカモト,4050
5142,東証1部,アキレス,1435
5161,東証2部,西川ゴム工業,1426
5162,東証JQS,朝日ラバー,620
5184,東証2部,ニチリン,1727
5185,東証1部,フコク,930
5186,東証1部,ニッタ,2677
5187,東証1部,クリエートメディック,1002
5189,東証2部,櫻護謨,3960
5191,東証1部,住友理工,665
5192,東証1部,三ツ星ベルト,1742
5194,東証2部,相模ゴム工業,1040
5195,東証1部,バンドー化学,813
5199,東証JQS,不二ラテックス,2830
5201,東証1部,ＡＧＣ,4940
5202,東証1部,日本板硝子,620
5204,東証1部,石塚硝子,1861
5208,東証1部,有沢製作所,940
5210,東証1部,日本山村硝子,907
5212,東証JQS,不二硝子,1420
5214,東証1部,日本電気硝子,2660
5216,東証JQS,倉元製作所,154
5217,東証JQS,テクノクオーツ,27980
5218,東証1部,オハラ,1510
5232,東証1部,住友大阪セメント,3310
5233,東証1部,太平洋セメント,2591
5237,東証2部,ノザワ,714
5261,東証1部,リソルホールディングス,3970
5262,東証1部,日本ヒューム,723
5268,東証2部,旭コンクリート工業,830
5269,東証1部,日本コンクリート工業,382
5271,東証2部,トーヨーアサノ,1714
5273,東証1部,三谷セキサン,3955
5277,東証JQS,スパンクリートコーポレーション,306
5279,東証JQS,日本興業,744
5280,東証JQS,ヨシコン,1088
5282,東証2部,ジオスター,355
5283,東証JQS,高見澤,2432
5284,東証JQS,ヤマウホールディングス,617
5285,東証JQS,ヤマックス,507
5287,東証2部,イトーヨーギョー,1133
5288,東証1部,アジアパイルホールディングス,490
5290,東証2部,ベルテクスコーポレーション,2603
5301,東証1部,東海カーボン,1740
5302,東証1部,日本カーボン,4375
5304,東証2部,ＳＥＣカーボン,6620
5310,東証1部,東洋炭素,2347
5331,東証1部,ノリタケカンパニーリミテド,4065
5332,東証1部,ＴＯＴＯ,5650
5333,東証1部,日本ガイシ,1979
5334,東証1部,日本特殊陶業,1630
5337,東証1部,ダントーホールディングス,295
5341,東証2部,アサヒ衛陶,758
5342,名証2部,ジャニス工業,560
5343,名証2部,ニッコー,145
5344,東証1部,ＭＡＲＵＷＡ,10620
5351,東証1部,品川リフラクトリーズ,3575
5352,東証1部,黒崎播磨,4490
5355,東証2部,日本ルツボ,2945
5356,名証2部,美濃窯業,485
5357,東証1部,ヨータイ,1171
5358,東証1部,イソライト工業,634
5363,東証1部,ＴＹＫ,334
5367,東証1部,ニッカトー,692
5368,東証2部,日本インシュレーション,988
5380,東証JQS,新東,2015
5381,東証JQS,Ｍｉｐｏｘ,550
5384,東証1部,フジミインコーポレーテッド,4250
5386,東証2部,鶴弥,407
5387,東証JQS,チヨダウーテ,423
5388,東証1部,クニミネ工業,1156
5391,東証1部,エーアンドエーマテリアル,1041
5393,東証1部,ニチアス,2819
5395,東証2部,理研コランダム,1833
5401,東証1部,日本製鉄,2159
5406,東証1部,神戸製鋼所,758
5408,東証1部,中山製鋼所,433
5410,東証1部,合同製鐵,1737
5411,東証1部,ジェイ　エフ　イー　ホールディングス,1533
5423,東証1部,東京製鐵,1142
5440,東証1部,共英製鋼,1506
5444,東証1部,大和工業,3405
5445,東証1部,東京鐵鋼,1604
5446,東証2部,北越メタル,1201
5449,東証1部,大阪製鐵,1264
5451,東証1部,淀川製鋼所,2397
5458,東証2部,高砂鐵工,700
5461,名証1部,中部鋼鈑,800
5463,東証1部,丸一鋼管,2814
5464,東証1部,モリ工業,2531
5471,東証1部,大同特殊鋼,5650
5476,東証1部,日本高周波鋼業,405
5480,東証1部,日本冶金工業,2197
5481,東証1部,山陽特殊製鋼,1609
5482,東証1部,愛知製鋼,3220
5484,東証JQS,東北特殊鋼,1540
5486,東証1部,日立金属,2123
5491,東証1部,日本金属,993
5541,東証1部,大平洋金属,1906
5542,東証JQS,新報国製鉄,1338
5563,東証1部,新日本電工,320
5602,東証1部,栗本鐵工所,1703
5603,東証1部,虹技,1211
5607,名証2部,中央可鍛工業,477
5609,東証2部,日本鋳造,834
5610,東証2部,大和重工,817
5612,東証1部,日本鋳鉄管,1325
5631,東証1部,日本製鋼所,2444
5632,東証1部,三菱製鋼,856
5644,東証2部,メタルアート,1876
5658,東証1部,日亜鋼業,300
5659,東証1部,日本精線,4080
5660,東証2部,神鋼鋼線工業,909
5690,東証2部,リバーホールディングス,1023
5695,東証JQS,パウダーテック,2837
5697,東証2部,サンユウ,424
5698,東証1部,エンビプロ・ホールディングス,924
5699,東証JQS,イボキン,2750
5702,東証1部,大紀アルミニウム工業所,1090
5703,東証1部,日本軽金属ホールディングス,2164
5704,マザーズ,ＪＭＣ,763
5706,東証1部,三井金属,3280
5707,東証1部,東邦亜鉛,2037
5711,東証1部,三菱マテリアル,2279
5713,東証1部,住友金属鉱山,4694
5714,東証1部,ＤＯＷＡホールディングス,4615
5715,東証1部,古河機械金属,1295
5721,東証1部,エス・サイエンス,38
5724,東証JQS,アサカ理研,1432
5726,東証1部,大阪チタニウムテクノロジーズ,818
5727,東証1部,東邦チタニウム,934
5729,東証2部,日本精鉱,2611
5741,東証1部,ＵＡＣＪ,2441
5742,東証JQS,エヌアイシ・オートテック,912
5753,東証2部,日本伸銅,1377
5757,東証1部,ＣＫサンエツ,3720
5781,東証2部,東邦金属,970
5801,東証1部,古河電気工業,2939
5802,東証1部,住友電気工業,1599.5
5803,東証1部,フジクラ,474
5805,東証1部,昭和電線ホールディングス,1582
5807,東証1部,東京特殊電線,2525
5809,東証1部,タツタ電線,559
5816,東証2部,オーナンバ,630
5817,東証2部,ＪＭＡＣＳ,552
5819,東証1部,カナレ電気,1791
5820,東証JQS,三ッ星,1318
5821,東証1部,平河ヒューテック,1301
5851,東証1部,リョービ,1610
5852,東証1部,アーレスティ,469
5856,東証2部,エルアイイーエイチ,74
5857,東証1部,アサヒホールディングス,2259
5900,東証JQS,ダイケン,770
5901,東証1部,東洋製罐グループホールディングス,1303
5902,東証1部,ホッカンホールディングス,1397
5903,東証JQS,ＳＨＩＮＰＯ,1299
5905,東証2部,日本製罐,1213
5906,東証JQS,エムケー精工,421
5907,東証2部,ＪＦＥコンテイナー,5000
5909,東証1部,コロナ,929
5911,東証1部,横河ブリッジホールディングス,2072
5915,東証1部,駒井ハルテック,1742
5918,東証2部,瀧上工業,5500
5921,東証2部,川岸工業,2900
5922,東証2部,那須電機鉄工,8910
5923,東証1部,高田機工,2687
5928,東証2部,アルメタックス,268
5929,東証1部,三和ホールディングス,1341
5930,東証1部,文化シヤッター,1068
5932,東証1部,三協立山,812
5933,東証1部,アルインコ,1011
5935,東証JQS,元旦ビューティ工業,3960
5936,東証1部,東洋シヤッター,630
5938,東証1部,ＬＩＸＩＬ,2961
5939,東証JQS,大谷工業,5430
5940,東証2部,不二サッシ,79
5941,東証2部,中西製作所,1081
5942,東証1部,日本フイルコン,498
5943,東証1部,ノーリツ,1705
5945,東証JQS,天龍製鋸,2733
5946,東証1部,長府製作所,2072
5947,東証1部,リンナイ,10640
5949,東証1部,ユニプレス,1005
5950,東証2部,日本パワーファスニング,129
5951,東証1部,ダイニチ工業,789
5952,東証2部,アマテイ,159
5953,福証,昭和鉄工,1880
5955,東証2部,ヤマシナ,77
5956,東証2部,トーソー,556
5957,東証1部,日東精工,545
5958,東証1部,三洋工業,1877
5959,東証1部,岡部,694
5962,東証2部,浅香工業,1610
5964,東証2部,東洋刃物,980
5965,東証2部,フジマック,776
5966,東証2部,ＫＴＣ,1948
5967,東証2部,ＴＯＮＥ,3390
5969,東証2部,ロブテックス,1840
5970,東証1部,ジーテクト,1514
5971,東証JQS,共和工業所,4330
5973,東証2部,トーアミ,500
5974,東証2部,中国工業,818
5975,東証1部,東プレ,1588
5976,東証1部,ネツレン,549
5979,名証2部,カネソウ,4090
5981,東証1部,東京製綱,1226
5982,東証2部,マルゼン,2173
5983,東証JQS,イワブチ,5830
5984,東証2部,兼房,626
5985,東証1部,サンコール,460
5986,東証1部,モリテック　スチール,429
5987,東証JQS,オーネックス,995
5988,東証1部,パイオラックス,1484
5989,東証1部,エイチワン,761
5990,東証JQS,スーパーツール,2240
5991,東証1部,ニッパツ,838
5992,東証1部,中央発條,1053
5993,名証2部,知多鋼業,679
5994,東証2部,ファインシンター,1683
5997,東証JQS,協立エアテック,589
5998,東証1部,アドバネクス,1397
5999,東証JQS,イハラサイエンス,1837
6005,東証1部,三浦工業,5280
6013,東証1部,タクマ,2005
6016,東証2部,ジャパンエンジンコーポレーション,1233
6018,東証2部,阪神内燃機工業,1801
6022,東証2部,赤阪鐵工所,1600
6023,東証2部,ダイハツディーゼル,467
6025,名古屋セ,日本ＰＣサービス,1845
6026,マザーズ,ＧＭＯ　ＴＥＣＨ,1974
6027,マザーズ,弁護士ドットコム,8160
6028,東証1部,テクノプロ・ホールディングス,7980
6029,東証1部,アトラグループ,324
6030,マザーズ,アドベンチャー,6260
6031,マザーズ,サイジニア,1715
6032,東証1部,インターワークス,380
6033,マザーズ,エクストリーム,997
6034,マザーズ,ＭＲＴ,1213
6035,東証1部,アイ・アールジャパンホールディングス,12560
6036,東証1部,ＫｅｅＰｅｒ技研,2111
6037,東証1部,ファーストロジック,734
6038,マザーズ,イード,862
6039,マザーズ,日本動物高度医療センター,1922
6040,マザーズ,日本スキー場開発,630
6042,東証2部,ニッキ,1827
6044,東証1部,三機サービス,1063
6045,マザーズ,レントラックス,537
6046,マザーズ,リンクバル,287
6047,東証1部,Ｇｕｎｏｓｙ,921
6048,東証1部,デザインワン・ジャパン,224
6049,マザーズ,イトクロ,998
6050,東証1部,イー・ガーディアン,2533
6054,東証1部,リブセンス,224
6055,東証1部,ジャパンマテリアル,1153
6058,東証1部,ベクトル,881
6059,東証1部,ウチヤマホールディングス,356
6060,東証JQS,こころネット,920
6061,東証JQS,ユニバーサル園芸社,1858
6062,東証1部,チャーム・ケア・コーポレーション,1195
6063,東証JQS,日本エマージェンシーアシスタンス,1279
6067,マザーズ,インパクトホールディングス,2167
6069,マザーズ,トレンダーズ,589
6070,東証1部,キャリアリンク,2113
6071,東証1部,ＩＢＪ,918
6072,マザーズ,地盤ネットホールディングス,202
6073,東証1部,アサンテ,1850
6074,東証JQS,ジェイエスエス,505
6076,福証,アメイズ,856
6077,東証1部,Ｎ・フィールド,1198
6078,東証1部,バリューＨＲ,1659
6080,東証1部,Ｍ＆Ａキャピタルパートナーズ,4365
6081,マザーズ,アライドアーキテクツ,851
6082,東証1部,ライドオンエクスプレスホールディングス,1487
6083,東証1部,ＥＲＩホールディングス,575
6085,マザーズ,アーキテクツ・スタジオ・ジャパン,927
6086,マザーズ,シンメンテホールディングス,808
6087,東証1部,アビスト,2878
6088,東証1部,シグマクシス,1999
6089,東証1部,ウィルグループ,934
6090,マザーズ,ヒューマン・メタボローム・テクノロジーズ,751
6091,東証2部,ウエスコホールディングス,454
6092,マザーズ,エンバイオ・ホールディングス,588
6093,東証1部,エスクロー・エージェント・ジャパン,232
6094,マザーズ,フリークアウト・ホールディングス,1380
6095,東証1部,メドピア,4565
6096,東証1部,レアジョブ,1727
6098,東証1部,リクルートホールディングス,4787
6099,東証1部,エラン,1286
6101,東証1部,ツガミ,1584
6103,東証1部,オークマ,5540
6104,東証1部,芝浦機械,2466
6111,名証2部,旭精機工業,1930
6113,東証1部,アマダ,1101
6118,東証1部,アイダエンジニアリング,892
6121,東証1部,滝澤鉄工所,1117
6125,東証2部,岡本工作機械製作所,3870
6131,東証2部,浜井産業,1000
6134,東証1部,ＦＵＪＩ,2626
6135,東証1部,牧野フライス製作所,4200
6136,東証1部,ＯＳＧ,1781
6137,東証2部,小池酸素工業,2340
6138,東証1部,ダイジェット工業,1336
6140,東証1部,旭ダイヤモンド工業,525
6141,東証1部,ＤＭＧ森精機,1767
6142,名証2部,富士精工,1440
6143,東証1部,ソディック,1055
6144,東証2部,西部電機,1275
6145,東証JQS,ＮＩＴＴＯＫＵ,3650
6146,東証1部,ディスコ,31300
6147,東証JQS,ヤマザキ,437
6149,東証JQS,小田原エンジニアリング,2590
6150,東証JQS,タケダ機械,2420
6151,東証1部,日東工器,1904
6155,東証2部,高松機械工業,673
6156,東証JQS,エーワン精密,1358
6157,東証1部,日進工具,1430
6158,東証JQS,和井田製作所,1131
6159,東証JQS,ミクロン精密,1097
6161,東証2部,エスティック,4705
6164,東証JQS,太陽工機,1098
6165,東証1部,パンチ工業,573
6166,マザーズ,中村超硬,829
6167,東証1部,冨士ダイス,641
6171,東証1部,土木管理総合試験所,370
6172,マザーズ,メタップス,1085
6173,マザーズ,アクアライン,738
6175,東証1部,ネットマーケティング,526
6176,マザーズ,ブランジスタ,490
6177,マザーズ,ＡｐｐＢａｎｋ,166
6178,東証1部,日本郵政,925.5
6180,マザーズ,ＧＭＯメディア,1900
6181,マザーズ,タメニー,133
6182,マザーズ,ロゼッタ,1985
6183,東証1部,ベルシステム２４ホールディングス,1568
6184,東証1部,鎌倉新書,1193
6185,東証1部,ＳＭＮ,787
6186,東証1部,一蔵,402
6188,東証2部,富士ソフトサービスビューロ,370
6189,東証1部,グローバルキッズＣＯＭＰＡＮＹ,964
6190,マザーズ,フェニックスバイオ,585
6191,東証1部,エアトリ,2229
6192,マザーズ,ハイアス・アンド・カンパニー,150
6193,マザーズ,バーチャレクス・ホールディングス,631
6194,東証1部,アトラエ,1559
6195,マザーズ,ホープ,1338
6196,東証1部,ストライク,4035
6197,東証1部,ソラスト,1259
6198,マザーズ,キャリア,455
6199,東証1部,セラク,2034
6200,東証1部,インソース,2284
6201,東証1部,豊田自動織機,9120
6203,東証1部,豊和工業,805
6205,東証1部,ＯＫＫ,419
6208,東証1部,石川製作所,1688
6210,東証1部,東洋機械金属,515
6217,東証1部,津田駒工業,910
6218,東証1部,エンシュウ,889
6222,東証1部,島精機製作所,2152
6229,東証2部,オーケーエム,1560
6230,東証2部,ＳＡＮＥＩ,3800
6231,東証2部,木村工機,2401
6232,マザーズ,自律制御システム研究所,2514
6233,東証JQS,極東産機,577
6235,東証1部,オプトラン,2664
6236,東証1部,ＮＣホールディングス,780
6237,東証1部,イワキ,970
6238,東証1部,フリュー,1031
6239,東証JQS,ナガオカ,898
6240,東証1部,ヤマシンフィルタ,788
6245,東証2部,ヒラノテクシード,2583
6246,東証2部,テクノスマート,1346
6247,東証1部,日阪製作所,837
6248,東証JQS,横田製作所,1116
6249,東証JQS,ゲームカード・ジョイコホールディングス,1246
6250,東証1部,やまびこ,1265
6254,東証2部,野村マイクロ・サイエンス,3215
6255,マザーズ,エヌ・ピー・シー,643
6257,東証JQS,藤商事,894
6258,東証1部,平田機工,6140
6262,東証1部,ペガサスミシン製造,488
6264,東証1部,マルマエ,1533
6265,東証JQS,妙徳,1605
6266,東証1部,タツモ,1562
6267,東証JQS,ゼネラルパッカー,2174
6268,東証1部,ナブテスコ,4770
6269,東証1部,三井海洋開発,2107
6271,東証2部,ニッセイ,996
6272,東証1部,レオン自動機,1258
6273,東証1部,ＳＭＣ,61290
6276,東証JQS,シリウスビジョン,392
6277,東証1部,ホソカワミクロン,5750
6278,東証1部,ユニオンツール,3585
6279,東証2部,瑞光,1076
6281,東証JQS,前田製作所,560
6282,東証1部,オイレス工業,1594
6284,東証1部,日精エー・エス・ビー機械,5160
6286,東証JQS,靜甲,619
6287,東証1部,サトーホールディングス,2546
6289,東証1部,技研製作所,4555
6291,東証1部,日本エアーテック,1167
6292,東証1部,カワタ,871
6293,東証1部,日精樹脂工業,1122
6294,東証1部,オカダアイヨン,1195
6295,名証2部,富士変速機,326
6297,東証JQS,鉱研工業,489
6298,東証1部,ワイエイシイホールディングス,914
6299,東証2部,神鋼環境ソリューション,2547
6301,東証1部,コマツ,3251
6302,東証1部,住友重機械工業,3230
6303,東証2部,ササクラ,2500
6305,東証1部,日立建機,3525
6306,東証1部,日工,697
6307,東証2部,サンセイ,478
6309,東証1部,巴工業,2083
6310,東証1部,井関農機,1488
6312,東証JQS,フロイント産業,783
6315,東証1部,ＴＯＷＡ,1823
6316,東証1部,丸山製作所,1612
6317,東証1部,北川鉄工所,1600
6319,東証1部,シンニッタン,255
6322,東証2部,タクミナ,1207
6323,東証1部,ローツェ,8790
6324,東証JQS,ハーモニック・ドライブ・システムズ,6020
6325,東証1部,タカキタ,634
6326,東証1部,クボタ,2558.5
6327,東証JQS,北川精機,720
6328,東証1部,荏原実業,5400
6330,東証1部,東洋エンジニアリング,731
6331,東証1部,三菱化工機,2505
6332,東証1部,月島機械,1203
6333,東証1部,帝国電機製作所,1296
6334,東証2部,明治機械,259
6335,東証1部,東京機械製作所,571
6336,東証2部,石井表記,681
6337,東証JQS,テセック,2440
6338,東証2部,タカトリ,861
6339,東証1部,新東工業,748
6340,東証1部,澁谷工業,3555
6342,東証2部,太平製作所,1755
6343,東証2部,フリージア・マクロス,122
6345,東証1部,アイチコーポレーション,866
6346,東証2部,キクカワエンタープライズ,3845
6347,東証JQS,プラコー,1695
6349,東証1部,小森コーポレーション,790
6351,東証1部,鶴見製作所,1810
6355,東証1部,住友精密工業,2160
6356,東証1部,日本ギア工業,319
